Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"10,400 EUR",Renault,Twingo,1.0 SCe,"52,723 km",2020,Petrol,,Mini,White,Torino,48 kW (65 HP),Manual,https://www.trova-automobile.it/auto/annuncio/renault-twingo-10-sce-intens-65cv-benzina/1/20213379
"26,500 EUR",Volkswagen,Tiguan,2.0 TDI 4Motion,"166,000 km",2017,Diesel,,Crossover,White,Nuoro,111 kW (151 HP),Manual,https://www.trova-automobile.it/auto/annuncio/volkswagen-tiguan-20-tdi-scr-dsg-4motion-r-line-km-certif-diesel/1/20530271
"17,900 EUR",Seat,Ateca,1.6 TDI,"124,414 km",2018,Diesel,6,Suv,Gray,Brescia,86 kW (117 HP),Manual,https://www.trova-automobile.it/auto/annuncio/seat-ateca-16-tdi-ecomotive-xcellence-navi-fari-led-diesel/1/20209875
"7,900 EUR",Volvo,Xc90,2.4 D5 AWD,"205,000 km",2007,Diesel,4,Suv,Gray,Roma,137 kW (186 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volvo-xc90-24-d5-185-cv-aut-awd-executive-finanziabile-diesel/1/20382689
"16,900 EUR",Mercedes Benz,Cl-Class,500,"241,841 km",2007,Petrol,4,Coupe,Black,Moncalieri,287 kW (390 HP),Automatic,https://www.cuboauto.it/annunci/auto-usata-mercedes-benz-cl-500-8032080.html
"45,990 EUR",Mercedes Benz,Glc-Class,300 4MATIC,"99,000 km",2022,Diesel,6,Suv,Silver,Alcamo,182 kW (248 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mercedes-benz-glc-300-d-4matic-premium-diesel/1/20210449
"69,900 EUR",Alfa Romeo,Stelvio,2.9,"35,908 km",2021,Petrol,,Crossover,White,San Miniato,380 kW (517 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/alfa-romeo-stelvio-netto-for-export-57275-benzina/1/20496620
"52,900 EUR",Alfa Romeo,Stelvio,2.9,"24,200 km",2021,Petrol,6,Crossover,Blue,Roma,380 kW (517 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/alfa-romeo-stelvio-29-bi-turbo-510-cv-at8-quadrifoglio-performance-benzina/1/20435149
"8,500 EUR",Kia,Venga,1.4,"105,000 km",2014,LPG,5,Mini,White,Giarre,67 kW (91 HP),Manual,https://www.trova-automobile.it/auto/annuncio/kia-venga-14-ecogpl-cool-benzinagpl/1/20475680
"18,900 EUR",Jeep,Renegade,1.0 Limited,"52,896 km",2021,Petrol,,Crossover,Silver,Torino,89 kW (121 HP),Manual,https://www.trova-automobile.it/auto/annuncio/jeep-renegade-10-t3-limited-2wd-benzina/1/20382982
"15,990 EUR",Kia,Sportage,1.7 CRDi,"140,000 km",2016,Diesel,6,Crossover,White,Gallipoli,86 kW (117 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/kia-sportage-17-crdi-2wd-class-diesel/1/20522132
"24,900 EUR",Volkswagen,Passat,2.0,"131,000 km",2017,Diesel,,Wagon,Black,Santa Maria Di Sala,178 kW (242 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volkswagen-passat-business-alltrack-20-bitdi-240-cv-4mot-dsg-exec-diesel/1/20523198
"17,850 EUR",Mitsubishi,Outlander,2.3 did,"120,000 km",2016,Diesel,,Suv,Black,Pavia,111 kW (151 HP),Manual,https://www.trova-automobile.it/auto/annuncio/mitsubishi-outlander-22-di-d-4wd-instyle-7p-gancio-traino-euro-6-diesel/1/20295956
"5,990 EUR",Alfa Romeo,Mito,1.2,"170,000 km",2011,Diesel,,Hatchback,Beige,Andria,70 kW (95 HP),Manual,https://www.trova-automobile.it/auto/annuncio/alfa-romeo-mito-13-jtdm-2-95-cv-ss-distinctive-diesel/1/20533401
"5,990 EUR",Renault,Koleos,2.0 dCi,"195,000 km",2011,Diesel,,Suv,Silver,Civitavecchia,111 kW (151 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/renault-koleos-20-dci-150cv-4x4-proactive18navipdc-diesel/1/20487079
"5,500 EUR",Fiat,Bravo,1.6,"180,000 km",2011,Diesel,,Hatchback,Gray,Andria,67 kW (91 HP),Manual,https://www.trova-automobile.it/auto/annuncio/fiat-bravo-16-mjt-90cv-dynamic-diesel-diesel/1/20500919
"21,200 EUR",Mercedes Benz,C-Class,2.1 220 d,"218,000 km",2017,Diesel,,Coupe,Gray,Rende,126 kW (171 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mercedes-benz-c-220-d-auto-4matic-coupe-premium-plus-diesel/1/20423871
"37,999 EUR",Jeep,Grand Cherokee,3.0 crd,"51,783 km",2019,Diesel,6,Suv,Gray,Sala Consilina,186 kW (253 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jeep-grand-cherokee-30-v6-crd-250-cv-multijet-ii-overland-diesel/1/20300432
"52,900 EUR",Jeep,Wrangler,2.0 rubicon,"44,000 km",2021,Diesel,6,Suv,Black,Roma,202 kW (275 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jeep-wrangler-rubicon-20-turbo-automatico-benzina/1/20521598
