Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"29,473 EUR (219,900 DKK)",Bmw,4 Series,420d,"171,000 km",2017,Diesel,Coupe,Gray,Aarup,141 kW (192 HP),Automatic,https://seek4cars.net/biler-til-salg/bmw/420d/gran-coup-2-0-d-steptronic-190hk-5d-8g-aut/8ca8d5e2-0e94-4506-a733-df87dba10279
"19,689 EUR (146,900 DKK)",Renault,Zoe,,"25,000 km",2021,Electric,Mini,White,Sorø,80 kW (109 HP),Automatic,https://www.bilbasen.dk/brugt/bil/renault/zoe/52-zen-5d/6075477
"4,020 EUR (29,999 DKK)",Hyundai,I20,1.1,"305,000 km",2015,Diesel,Hatchback,White,Hemmet,55 kW (75 HP),Manual,https://www.guloggratis.dk/annonce/5294a100-f56c-404a-bd1c-0b854c13dd36
"18,750 EUR (139,900 DKK)",Volkswagen,Polo,1.6 TDI,"98,000 km",2018,Diesel,Hatchback,Gray,Brøndby,70 kW (95 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/polo/16-tdi-95-comfortline-5d/6053820
"18,563 EUR (138,500 DKK)",Opel,Mokka,1.4,"80,000 km",2018,Petrol,Crossover,White,Hadsund,104 kW (141 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka-x/14-t-140-enjoy-5d/6099673
"7,760 EUR (57,900 DKK)",Volkswagen,Up!,1.0,"133,000 km",2013,Petrol,Mini,White,Hemmet,44 kW (60 HP),Manual,https://www.guloggratis.dk/annonce/cca211ef-4a0c-4933-851a-14196fcd5f7b
"19,622 EUR (146,400 DKK)",Renault,Kadjar,1.5 dCi,"137,000 km",2016,Diesel,Suv,Gray,Hedehusene,82 kW (112 HP),Automatic,https://www.bilbasen.dk/brugt/bil/renault/kadjar/15-dci-110-zen-edc-5d/6098536
"7,894 EUR (58,900 DKK)",Volkswagen,Up!,1.0,"184,000 km",2014,Petrol,Mini,White,Hemmet,44 kW (60 HP),Manual,https://www.guloggratis.dk/annonce/79a52dac-ef7b-42f5-8e8b-e28fda86ed02
"20,761 EUR (154,900 DKK)",Hyundai,Ioniq,1.6,"42,000 km",2019,Hybrid,Sedan,Black,Vejle,105 kW (143 HP),Automatic,https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/16-phev-trend-dct-5d/6023023
"4,945 EUR (36,900 DKK)",Kia,Picanto,1.0,"164,000 km",2013,Petrol,Mini,White,Hemmet,51 kW (69 HP),Manual,https://www.guloggratis.dk/annonce/c1743312-a170-4b91-929b-c17cd8a5baf9
"10,521 EUR (78,500 DKK)",Nissan,Qashqai,1.6,"193,000 km",2012,Petrol,Crossover,Black,Lystrup,87 kW (118 HP),Manual,https://www.bilbasen.dk/brugt/bil/nissan/qashqai2/16-tekna-7prs-5d/6110262
"13,912 EUR (103,800 DKK)",Kia,Picanto,1.0 mpi,"76,000 km",2019,Petrol,Mini,Beige,Køge,49 kW (67 HP),Manual,https://www.bilbasen.dk/brugt/bil/kia/picanto/10-mpi-advance-5d/6101004
"21,418 EUR (159,800 DKK)",Volkswagen,E-Golf,,"20,578 km",2021,Electric,Hatchback,White,Frederikssund,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/comfortline-5d/6077879
"20,748 EUR (154,800 DKK)",Volkswagen,E-Golf,,"13,000 km",2021,Electric,Hatchback,White,Hundested,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/comfortline-5d/6101732
"30,813 EUR (229,900 DKK)",Audi,Q2,1.6 TDI,"45,000 km",2017,Diesel,Crossover,Black,Ballerup,86 kW (117 HP),Manual,https://seek4cars.net/biler-til-salg/audi/q2/1-6-tdi-sport-116hk-5d-6g/ed38c405-4bbb-492c-aa4e-197d24877406
"36,175 EUR (269,900 DKK)",Peugeot,2008,1.2 puretech,500 km,2022,Petrol,Crossover,Black,Brovst,96 kW (131 HP),Manual,https://seek4cars.net/biler-til-salg/peugeot/2008-/1-2-puretech-platin-sport-130hk-5d/7ad3e641-3a3e-4743-8a83-42a5ceee0188
