Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Power,Euro norm
"20,091 EUR (19,500 CHF)",Volkswagen,T-Cross,"21,700 km",2022,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1061/vw-t-cross-1-0-tsi-life-dsg-automat?&page_number=9,1.0 tsi,82 kW (112 HP),6
"42,400 EUR",Land Rover,Defender,"161,000 km",1988,Petrol,Suv,,,,https://www.woowmotors.com/car/1988-land-rover-110-v8,,,
"37,606 EUR (36,500 CHF)",Tesla,Model 3,"19,800 km",2023,Electric,Sedan,,,Automatic,https://www.azw.ch/de/angebot/899/tesla-model-3-long-range-dual-motor-awd-498ps-automat?&page_number=7,0.0 long range,371 kW (505 HP),
"19,473 EUR (18,900 CHF)",Audi,Q3,"78,400 km",2016,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1109/audi-q3-1-4-tfsi-design-s-tronic-automat?&page_number=1,1.4 TFSI,111 kW (151 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"4,400 km",2024,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1190/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),
"29,364 EUR (28,500 CHF)",Volkswagen,Golf,"26,500 km",2021,Petrol,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1086/vw-golf-2-0-gti-tsi-245ps-dsg-automat?&page_number=8,2.0 GTI,182 kW (248 HP),6
"26,582 EUR (25,800 CHF)",Peugeot,3008,"39,400 km",2023,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/938/peugeot-3008-1-5-bluehdi-allure-pack-eat-autom?&page_number=5,1.5 bluehdi,96 kW (131 HP),6
"27,612 EUR (26,800 CHF)",Peugeot,3008,"16,100 km",2023,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/936/peugeot-3008-1-5-bluehdi-allure-pack-eat-autom?&page_number=5,1.5 bluehdi,96 kW (131 HP),6
"16,279 EUR (15,800 CHF)",Renault,Zoe,"10,700 km",2020,Electric,Mini,,,Automatic,https://www.azw.ch/de/angebot/176/renault-zoe-life-r90-incl-batterie-automat?&page_number=6,,67 kW (91 HP),
"39,667 EUR (38,500 CHF)",Peugeot,E-Traveller,"1,800 km",2022,Electric,Van,,,Automatic,https://www.azw.ch/de/angebot/161/peugeot-e-traveller-50-allure-standard-automat-8-plaetzer?&page_number=6,,101 kW (137 HP),
"39,976 EUR (38,800 CHF)",Bmw,5 Series,"45,400 km",2016,Diesel,Wagon,,,Automatic,https://www.azw.ch/de/angebot/1217/bmw-m550d-xdrive-touring-381ps-steptronic-automat?&page_number=2,M550d xDrive,284 kW (386 HP),6
"30,703 EUR (29,800 CHF)",Volkswagen,Passat Alltrack,"36,500 km",2021,Diesel,Wagon,,,Automatic,https://www.azw.ch/de/angebot/253/vw-passat-alltrack-2-0-tdi-4motion-dsg-aut?&page_number=8,2.0 TDI,141 kW (192 HP),6
"28,643 EUR (27,800 CHF)",Volkswagen,Id.3,"10,700 km",2021,Electric,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/248/vw-id-3-pro-performance-58-kwh-life?&page_number=8,,152 kW (207 HP),
"32,455 EUR (31,500 CHF)",Volkswagen,Golf,"23,400 km",2023,Petrol,Wagon,,,Automatic,https://www.azw.ch/de/angebot/1115/vw-golf-variant-2-0-tsi-r-line-dsg-automat?&page_number=8,2.0 R,142 kW (193 HP),
"33,897 EUR (32,900 CHF)",Audi,A3,"19,700 km",2022,Petrol,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1204/audi-a3-sportback-40-tfsi-s-line-quattro-s-tronic-automat?&page_number=1,2.0 40 TFSI quattro,141 kW (192 HP),6
"47,910 EUR (46,500 CHF)",Audi,Sq2,7 km,2024,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/398/audi-sq2-tfsi-quattro-301ps-s-tronic-automat-36?&page_number=2,2.0 tfsi,224 kW (305 HP),6
"28,643 EUR (27,800 CHF)",Mercedes Benz,A-Class,"67,700 km",2021,Petrol,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1218/mercedes-a-200-amg-line-limousine-dct-automat?&page_number=4,200,121 kW (165 HP),6
"57,183 EUR (55,500 CHF)",Audi,S5,"23,900 km",2022,Petrol,Convertible,,,Automatic,https://www.azw.ch/de/angebot/1167/audi-s5-cabriolet-3-0-tfsi-quattro-tiptronic-automat-354ps?&page_number=2,3.0 tfsi,263 kW (358 HP),6
"22,461 EUR (21,800 CHF)",Citroen,C5 Aircross,"41,200 km",2023,Diesel,Suv,,,Automatic,https://www.azw.ch/de/angebot/1151/citroen-c5-aircross-1-5-bluehdi-prestige-eat-automat?&page_number=2,1.5 bluehdi,97 kW (132 HP),6
"23,491 EUR (22,800 CHF)",Citroen,C5 Aircross,"30,900 km",2023,Diesel,Suv,,,Automatic,https://www.azw.ch/de/angebot/1150/citroen-c5-aircross-1-5-bluehdi-prestige-eat-automat?&page_number=2,1.5 bluehdi,97 kW (132 HP),6
"48,940 EUR (47,500 CHF)",Mercedes Benz,Eqc,"20,900 km",2023,Electric,Suv,,,Automatic,https://www.azw.ch/de/angebot/116/mercedes-eqc-400-amg-line-4matic-408ps-automat?&page_number=4,400,304 kW (413 HP),
"32,764 EUR (31,800 CHF)",Peugeot,3008,"25,100 km",2021,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/986/peugeot-3008-300e-hybrid4-gt-pack-eat-automat?&page_number=6,1.6,223 kW (303 HP),6
"29,364 EUR (28,500 CHF)",Ford,Kuga,"27,900 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1068/ford-kuga-2-5-phev-vignale-2wd-automat?&page_number=3,2.5,167 kW (227 HP),
"30,600 EUR (29,700 CHF)",Ford,Kuga,"17,100 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1069/ford-kuga-2-5-phev-vignale-2wd-automat?&page_number=3,2.5,167 kW (227 HP),
"42,758 EUR (41,500 CHF)",Toyota,C-Hr,10 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/910/toyota-c-hr-2-0-hsd-cvt-automat-gr-sport-premiere-4wd-netto-netto?&page_number=7,2.0,166 kW (226 HP),6
"46,879 EUR (45,500 CHF)",Mazda,Cx-60,"10,300 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1199/mazda-cx-60-3-3l-e-skyactiv-d-254-mhev-awd-homura?&page_number=4,3.3 e-Skyactiv D,189 kW (257 HP),6
"30,394 EUR (29,500 CHF)",Nissan,Qashqai,"18,600 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/889/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=5,1.3 DIG-T,117 kW (159 HP),6
"30,703 EUR (29,800 CHF)",Nissan,Qashqai,"16,800 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/888/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=5,1.3 DIG-T,117 kW (159 HP),6
"30,703 EUR (29,800 CHF)",Nissan,Qashqai,"15,300 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/890/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=5,1.3 DIG-T,117 kW (159 HP),6
"38,946 EUR (37,800 CHF)",Bmw,3 Series,"8,100 km",2023,,Sedan,Black,,Automatic,https://www.azw.ch/de/angebot/874/bmw-330e-m-sport-plug-in-hybrid-steptronic-automat?&page_number=2,330e,217 kW (295 HP),6
"34,515 EUR (33,500 CHF)",Renault,Koleos,9 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/170/renault-koleos-1-3-tce-160-techno-edc-automat-27?&page_number=6,1.3 TCe,117 kW (159 HP),6
"47,910 EUR (46,500 CHF)",Mazda,Cx-60,"5,800 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1198/mazda-cx-60-3-3l-e-skyactiv-d-254-mhev-awd-homura?&page_number=4,3.3 e-Skyactiv D,189 kW (257 HP),6
"19,061 EUR (18,500 CHF)",Seat,Arona,"29,600 km",2021,,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1112/seat-arona-1-0-tsi-eco-fr-dsg-automat?&page_number=6,1.0 tsi,82 kW (112 HP),6
"22,564 EUR (21,900 CHF)",Renault,Captur,7 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1041/renault-captur-1-3-tce-techno-edc-automat-29?&page_number=6,1.3 TCe,104 kW (141 HP),6
"22,564 EUR (21,900 CHF)",Renault,Captur,6 km,2024,,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/1157/renault-captur-1-3-tce-techno-edc-automat-29?&page_number=6,1.3 TCe,104 kW (141 HP),6
"22,564 EUR (21,900 CHF)",Renault,Captur,5 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1037/renault-captur-1-3-tce-techno-edc-automat-29?&page_number=6,1.3 TCe,104 kW (141 HP),6
"32,455 EUR (31,500 CHF)",Hyundai,Kona,"26,900 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/1025/hyundai-kona-2-0-t-gdi-n-dct-automat-281ps?&page_number=3,2.0 T-GDi,209 kW (284 HP),6
"22,152 EUR (21,500 CHF)",Fiat,Tipo,"4,400 km",2022,,Hatchback,Orange,,Automatic,https://www.azw.ch/de/angebot/1166/fiat-tipo-hybrid-1-5-cross-dct-automat?&page_number=3,1.6,96 kW (131 HP),6
"43,994 EUR (42,700 CHF)",Land Rover,Evoque,"31,200 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1225/land-rover-range-rover-evoque-r-dynamic-d-200-mhev-se-automat?&page_number=4,2.0,152 kW (207 HP),
"22,152 EUR (21,500 CHF)",Fiat,500 X,8 km,2023,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/468/fiat-500x-1-5-hybrid-mhev-cross-dct-autom-45?&page_number=3,1.6,96 kW (131 HP),6
"26,582 EUR (25,800 CHF)",Jeep,Renegade,56 km,2024,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/435/jeep-renegade-1-5-turbo-night-eagle-automat-mhev-netto-netto?&page_number=4,1.6,96 kW (131 HP),6
"26,582 EUR (25,800 CHF)",Jeep,Renegade,28 km,2024,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/433/jeep-renegade-1-5-turbo-night-eagle-automat-mhev-netto-netto?&page_number=4,1.6,96 kW (131 HP),6
"27,715 EUR (26,900 CHF)",Volkswagen,T-Cross,10 km,2024,,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1036/vw-t-cross-1-0-tsi-evo-style-dsg-aut-35?&page_number=9,1.0 tsi,82 kW (112 HP),6
"45,849 EUR (44,500 CHF)",Bmw,X3,"26,400 km",2022,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1130/bmw-x3-xdrive-48v-20d-automat?&page_number=2,20d,141 kW (192 HP),6
"46,879 EUR (45,500 CHF)",Bmw,X3,"20,600 km",2022,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1129/bmw-x3-xdrive-48v-20d-automat?&page_number=2,20d,141 kW (192 HP),
"43,788 EUR (42,500 CHF)",Mercedes Benz,E-Class,"24,800 km",2022,,Wagon,Black,,Automatic,https://www.azw.ch/de/angebot/113/mercedes-e-220d-4matic-avantgarde-g-tronic-automat?&page_number=4,220d 4Matic,149 kW (203 HP),6
"51,001 EUR (49,500 CHF)",Land Rover,Evoque,"10,900 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/901/land-rover-range-rover-evoque-p-300e-se-dynamic-phev-automat?&page_number=4,1.5,229 kW (311 HP),6
"35,546 EUR (34,500 CHF)",Bmw,X2,"35,300 km",2021,,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/47/bmw-x2-xdrive-25e-m-sport-x-steptronic-automat?&page_number=2,25e xDrive,164 kW (223 HP),6
"38,637 EUR (37,500 CHF)",Volkswagen,Tiguan,"41,600 km",2023,,Crossover,Silver,,Automatic,https://www.azw.ch/de/angebot/922/vw-tiguan-1-4tsi-phev-elegance-dsg-autom-plug-in-hybrid?&page_number=9,1.4 TSI,182 kW (248 HP),6
"51,001 EUR (49,500 CHF)",Bmw,X3,"24,800 km",2023,,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/1055/bmw-x3-xdrive-48v-20d-m-sport-edition-steptronic?&page_number=2,20d,141 kW (192 HP),
"25,552 EUR (24,800 CHF)",Mazda,3,"4,400 km",2023,,Hatchback,Black,,Automatic,https://www.azw.ch/de/angebot/1210/mazda-3-sedan-skyactiv-x-mhev-150-ambition-automat?&page_number=4,2.0 SKYACTIV,111 kW (151 HP),
"40,491 EUR (39,300 CHF)",Alfa Romeo,Stelvio,"15,500 km",2022,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/582/alfa-romeo-stelvio-2-2-jtdm-ti-q4-automat-210ps?&page_number=1,,156 kW (212 HP),6
"37,606 EUR (36,500 CHF)",Volkswagen,Arteon,"4,200 km",2022,Petrol,Wagon,Silver,,Automatic,https://www.azw.ch/de/angebot/1185/vw-arteon-sb-2-0-tsi-r-line-dsg-automat?&page_number=8,2.0 TSI,141 kW (192 HP),
"23,182 EUR (22,500 CHF)",Citroen,C5 X,5 km,2024,Petrol,,Blue,,Automatic,https://www.azw.ch/de/angebot/59/citroen-c5-x-1-2i-puretech-business-autom-43?&page_number=3,1.2 puretech,97 kW (132 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"11,700 km",2023,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1092/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"10,400 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1098/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"9,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1100/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"9,600 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1099/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,515 EUR (33,500 CHF)",Cupra,Formentor,"8,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1096/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"35,546 EUR (34,500 CHF)",Cupra,Formentor,"4,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1097/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"16,176 EUR (15,700 CHF)",Opel,Corsa,"57,900 km",2022,Petrol,,White,,Automatic,https://www.azw.ch/de/angebot/1131/opel-corsa-1-2-tp-gs-line-automat-130ps?&page_number=5,1.2,96 kW (131 HP),
"17,000 EUR (16,500 CHF)",Opel,Corsa,"57,300 km",2022,Petrol,,Black,,Automatic,https://www.azw.ch/de/angebot/1226/opel-corsa-1-2-tp-gs-line-automat-130ps?&page_number=5,1.2,96 kW (131 HP),6
"18,030 EUR (17,500 CHF)",Opel,Corsa,"38,500 km",2022,Petrol,,White,,Automatic,https://www.azw.ch/de/angebot/977/opel-corsa-1-2-tp-gs-line-automat-130ps?&page_number=5,1.2,96 kW (131 HP),6
"38,946 EUR (37,800 CHF)",Škoda,Kodiaq,"28,600 km",2023,Petrol,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1169/skoda-kodiaq-2-0-tsi-4x4-style-7-plaetzer-dsg-automat?&page_number=7,2.0 2.0 4x4 tsi,141 kW (192 HP),
"33,794 EUR (32,800 CHF)",Bmw,1 Series,"29,400 km",2022,Petrol,,Black,,Automatic,https://www.azw.ch/de/angebot/642/bmw-120i-m-sport-178ps-steptronic-automat?&page_number=2,120i,132 kW (180 HP),6
"33,794 EUR (32,800 CHF)",Bmw,1 Series,"20,500 km",2023,Petrol,,Black,,Automatic,https://www.azw.ch/de/angebot/462/bmw-120i-m-sport-178ps-steptronic-automat?&page_number=2,120i,132 kW (180 HP),6
"30,703 EUR (29,800 CHF)",Bmw,1 Series,"32,500 km",2022,Petrol,,Black,,Automatic,https://www.azw.ch/de/angebot/32/bmw-120i-m-sport-178ps-steptronic-automat?&page_number=2,120i,132 kW (180 HP),6
"30,703 EUR (29,800 CHF)",Volkswagen,T-Roc,"56,800 km",2021,Petrol,,Black,,Automatic,https://www.azw.ch/de/angebot/266/vw-t-roc-2-0-tsi-r-4motion-301ps-dsg-aut?&page_number=9,2.0 TSI 4Motion R,224 kW (305 HP),6
"38,946 EUR (37,800 CHF)",Volkswagen,T-Roc,14 km,2024,Petrol,,Gray,,Automatic,https://www.azw.ch/de/angebot/1203/vw-t-roc-2-0-tsi-r-line-4motion-dsg-auto-27?&page_number=9,2.0 TSI 4Motion R,141 kW (192 HP),6
"28,643 EUR (27,800 CHF)",Volkswagen,T-Roc,"7,400 km",2023,Petrol,,Silver,,Automatic,https://www.azw.ch/de/angebot/983/vw-t-roc-1-5-tsi-evo-life-dsg-automat?&page_number=9,1.5 tsi,111 kW (151 HP),6
"28,643 EUR (27,800 CHF)",Volkswagen,T-Roc,"6,800 km",2023,Petrol,,Silver,,Automatic,https://www.azw.ch/de/angebot/1132/vw-t-roc-1-5-tsi-evo-life-dsg-automat?&page_number=9,1.5 tsi,111 kW (151 HP),6
"44,819 EUR (43,500 CHF)",Mazda,Cx-60,"22,800 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/695/mazda-cx-60-3-3l-e-skyactiv-d-200-mhev-rwd-homura?&page_number=4,3.3 e-Skyactiv D,149 kW (203 HP),6
"44,819 EUR (43,500 CHF)",Mazda,Cx-60,"20,400 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/801/mazda-cx-60-3-3l-e-skyactiv-d-200-mhev-rwd-homura?&page_number=4,3.3 e-Skyactiv D,149 kW (203 HP),6
"48,940 EUR (47,500 CHF)",Land Rover,Discovery Sport,"14,800 km",2022,,Suv,,,Automatic,https://www.azw.ch/de/angebot/800/land-rover-discovery-sport-p300e-1-5-phev-s-automat?&page_number=4,1.5,230 kW (313 HP),
"24,521 EUR (23,800 CHF)",Seat,Leon,7 km,2024,,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/1159/seat-leon-st-1-0-etsi-style-dsg-autom-39?&page_number=6,1.0 eTSI,82 kW (112 HP),6
"24,521 EUR (23,800 CHF)",Seat,Leon,6 km,2024,,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/1162/seat-leon-st-1-0-etsi-style-dsg-autom-39?&page_number=6,1.0 eTSI,82 kW (112 HP),
"24,521 EUR (23,800 CHF)",Seat,Leon,5 km,2024,,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/1161/seat-leon-st-1-0-etsi-style-dsg-autom-39?&page_number=6,1.0 eTSI,82 kW (112 HP),
"30,703 EUR (29,800 CHF)",Hyundai,Tucson,"14,900 km",2021,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1026/hyundai-tucson-1-6-tgdi-phev-advanced-4wd-automat?&page_number=4,1.6,197 kW (268 HP),6
"101,487 EUR (98,500 CHF)",Porsche,Cayenne,"17,900 km",2022,,Suv,,,Automatic,https://www.azw.ch/de/angebot/162/porsche-cayenne-coupe-e-hybrid-allrad-amp-automat-462ps?&page_number=6,3.0 E-Hybrid,344 kW (468 HP),6
"30,703 EUR (29,800 CHF)",Toyota,Corolla,10 km,2024,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1238/toyota-corolla-2-0-hsd-team-d-trend-e-cvt-automat-29?&page_number=8,2.0 D,146 kW (199 HP),6
"47,910 EUR (46,500 CHF)",Audi,Q5,"18,900 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1050/audi-q5-sportback-40-tfsi-s-line-quattro-stronic-automat?&page_number=1,2.0 tfsi,152 kW (207 HP),
"47,910 EUR (46,500 CHF)",Audi,Q5,"17,400 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1051/audi-q5-sportback-40-tfsi-s-line-quattro-stronic-automat?&page_number=1,2.0 tfsi,152 kW (207 HP),
"48,219 EUR (46,800 CHF)",Audi,Q5,"12,400 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1052/audi-q5-sportback-40-tfsi-s-line-quattro-stronic-automat?&page_number=1,2.0 tfsi,152 kW (207 HP),
"44,819 EUR (43,500 CHF)",Mazda,Cx-60,"22,600 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1019/mazda-cx-60-3-3l-e-skyactiv-d-200-mhev-rwd-homura?&page_number=4,3.3 e-Skyactiv D,149 kW (203 HP),6
"43,788 EUR (42,500 CHF)",Mazda,Cx-60,"21,200 km",2023,,Suv,,,Manual,https://www.azw.ch/de/angebot/1197/mazda-cx-60-3-3l-e-skyactiv-d-200-mhev-rwd-homura?&page_number=4,3.3 e-Skyactiv D,149 kW (203 HP),
"46,879 EUR (45,500 CHF)",Mazda,Cx-60,"11,200 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1213/mazda-cx-60-3-3l-e-skyactiv-d-254-mhev-awd-homura?&page_number=4,3.3 e-Skyactiv D,189 kW (257 HP),6
"46,879 EUR (45,500 CHF)",Mazda,Cx-60,"10,900 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1200/mazda-cx-60-3-3l-e-skyactiv-d-254-mhev-awd-homura?&page_number=4,3.3 e-Skyactiv D,189 kW (257 HP),6
"30,703 EUR (29,800 CHF)",Nissan,Qashqai,"12,900 km",2023,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/887/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=5,1.3 DIG-T,117 kW (159 HP),6
"30,394 EUR (29,500 CHF)",Nissan,Qashqai,"11,400 km",2023,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1049/nissan-qashqai-1-5-vc-t-e-power-n-connecta-automat?&page_number=5,1.5 VC-T,141 kW (192 HP),6
"30,394 EUR (29,500 CHF)",Nissan,Qashqai,"10,900 km",2023,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1074/nissan-qashqai-1-5-vc-t-e-power-n-connecta-automat?&page_number=5,1.5 VC-T,141 kW (192 HP),6
"26,273 EUR (25,500 CHF)",Toyota,Rav4,"58,800 km",2018,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1080/toyota-rav-4-2-5-hsd-style-4x4-e-cvt-automat?&page_number=8,2.5,146 kW (199 HP),6
"2,060 EUR (2,000 CHF)",Volvo,850,,2000,Diesel,Wagon,Beige,Cham,Automatic,https://www.carforyou.ch/de/auto/volvo/850,,,
"26,273 EUR (25,500 CHF)",Volkswagen,Golf,"25,900 km",2021,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/786/vw-golf-1-4-tsi-phev-gte-plug-in-hybrid-dsg-automat?&page_number=8,1.2 TSI,182 kW (248 HP),6
"25,243 EUR (24,500 CHF)",Volkswagen,Golf,"25,100 km",2021,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1010/vw-golf-1-4-tsi-phev-gte-plug-in-hybrid-dsg-automat?&page_number=8,1.4 TSI,182 kW (248 HP),6
"19,061 EUR (18,500 CHF)",Seat,Arona,"22,400 km",2021,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1084/seat-arona-1-0-tsi-eco-fr-dsg-automat?&page_number=6,1.0 tsi,82 kW (112 HP),6
"36,576 EUR (35,500 CHF)",Ds Automobiles,Ds 7 Crossback,"23,400 km",2022,,Suv,,,Automatic,https://www.azw.ch/de/angebot/573/ds-automobiles-ds-7-crossback-e-tense-300-4x4-autom-performance-line?&page_number=3,1.6,223 kW (303 HP),6
"27,303 EUR (26,500 CHF)",Peugeot,508,"7,400 km",2021,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/160/peugeot-508-sw-1-6-phev-plugin-hybrid-allure-eat-automat?&page_number=6,1.6 PHEV,167 kW (227 HP),6
"32,249 EUR (31,300 CHF)",Nissan,Qashqai,"4,200 km",2023,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1071/nissan-qashqai-1-5-vc-t-e-power-n-connecta-automat?&page_number=5,1.5 VC-T,141 kW (192 HP),6
"30,806 EUR (29,900 CHF)",Audi,A3,"7,100 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1023/audi-a3-sportback-35-tfsi-s-line-s-tronic-automat?&page_number=1,1.5 35 TFSI,111 kW (151 HP),
"25,243 EUR (24,500 CHF)",Volkswagen,Golf,"38,900 km",2022,,Wagon,,,Automatic,https://www.azw.ch/de/angebot/499/vw-golf-variant-1-5-etsi-mhev-life-dsg-aut?&page_number=8,1.5 eTSI,96 kW (131 HP),6
"25,243 EUR (24,500 CHF)",Volkswagen,Golf,"38,600 km",2022,,Wagon,,,Automatic,https://www.azw.ch/de/angebot/500/vw-golf-variant-1-5-etsi-mhev-life-dsg-aut?&page_number=8,1.5 eTSI,96 kW (131 HP),6
"58,522 EUR (56,800 CHF)",Jeep,Wrangler,"19,700 km",2023,,Suv,,,Automatic,https://www.azw.ch/de/angebot/612/jeep-wrangler-2-0-phev-unlimited-sahara-automatic?&page_number=4,2.0,284 kW (386 HP),6
"36,576 EUR (35,500 CHF)",Audi,Q3,"55,400 km",2020,,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1137/audi-q3-sportback-45-tfsi-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,171 kW (233 HP),6
"30,703 EUR (29,800 CHF)",Volkswagen,Golf,"13,900 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1170/vw-golf-2-0-tsi-style-dsg-automat?&page_number=8,2.0,142 kW (193 HP),6
"32,764 EUR (31,800 CHF)",Ds Automobiles,Ds4,"8,100 km",2022,,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/79/ds-automobiles-ds-4-1-6-e-tense-performance-line-automat?&page_number=3,1.6,167 kW (227 HP),6
"190,800 EUR",Porsche,911 Gt2,"38,073 km",2010,Petrol,Coupe,,,,https://www.woowmotors.com/car/2010-porsche-911-2,,,
"47,910 EUR (46,500 CHF)",Bmw,X3,"20,600 km",2021,,Suv,,,Automatic,https://www.azw.ch/de/angebot/740/bmw-x3-xdrive-30e-pure-m-sport-automat?&page_number=2,30e xDrive,217 kW (295 HP),6
"40,697 EUR (39,500 CHF)",Volkswagen,Id.4,"27,800 km",2022,Electric,,,,Automatic,https://www.azw.ch/de/angebot/588/vw-id-4-pro-performance-77-kwh?&page_number=8,Pro,152 kW (207 HP),
"36,885 EUR (35,800 CHF)",Bmw,2 Series,"17,500 km",2022,,Coupe,,,Automatic,https://www.azw.ch/de/angebot/38/bmw-220d-coupe-m-sport-steptronic-automat?&page_number=2,220D,141 kW (192 HP),6
"33,794 EUR (32,800 CHF)",Bmw,1 Series,"19,400 km",2023,Petrol,,,,Automatic,https://www.azw.ch/de/angebot/31/bmw-120i-m-sport-178ps-steptronic-automat?&page_number=2,120i,132 kW (180 HP),6
