Make,Model,Trim,Year,Mileage(km),kW,Fuel type,Body type,Color,Transmission,Emission standard,Country,City,Price(EUR)
Mitsubishi,Asx,1.6,2019,46500,87.0,Petrol,Crossover,Black,Manual,6,Spain,Lugo,18600.0
Bmw,3 Series,330i xdrive,2022,5047,192.0,Petrol,Wagon,Gray,Automatic,6,Spain,Madrid,55500.0
Hyundai,I10,1.2,2018,32000,64.0,Petrol,Mini,Blue,Manual,6,Spain,El Prat De Llobregat,11900.0
Peugeot,2008,1.6 bluehdi,2016,144646,100.0,Electric,Crossover,White,Manual,6,Spain,Valencia,11595.0
Peugeot,2008,1.2 puretech,2016,114517,110.0,Petrol,Crossover,Red,Manual,6,Spain,Valencia,10995.0
Ford,Focus,1.0 ecoboost,2021,131269,125.0,Petrol,Wagon,Gray,Automatic,6,Spain,Pontevedra,15990.0
Jaguar,Xf,2.2 i4,2019,43406,134.0,Diesel,Sedan,Black,Automatic,6,Spain,Madrid,26990.0
Nissan,Micra,1.0,2019,69360,100.0,Petrol,Mini,Gray,Manual,6,Spain,Valencia,11995.0
Citroen,C3 Aircross,1.6,2019,119187,89.0,Diesel,Suv,Beige,Automatic,6,Spain,Madrid,16900.0
Ford,Kuga,1.5,2022,5270,111.0,Petrol,Suv,Blue,Manual,6,Spain,Lugo,27900.0
Kia,Stonic,1.2,2022,17430,84.0,Petrol,Crossover,Gray,Manual,6,Spain,Pontevedra,20500.0
Kia,Stonic,1.2,2022,14671,84.0,Petrol,Crossover,Yellow,Manual,6,Spain,Pontevedra,20999.0
Kia,Stonic,1.2,2022,12340,62.0,Petrol,Crossover,Gray,Manual,6,Spain,Lugo,19900.0
Peugeot,508,1.6,2016,117258,120.0,Diesel,Sedan,Gray,Manual,6,Spain,Madrid,10990.0
Mitsubishi,Space Star,1.2,2019,105890,80.0,Petrol,Mpv,White,Manual,6,Spain,Pontevedra,9900.0
Ford,Kuga,1.5 ecoboost,2018,65600,120.0,Petrol,Suv,White,Manual,6,Spain,Fornells De La Selva,20490.0
Bmw,X2,sdrive18d,2019,117000,149.0,Diesel,Suv,Black,Manual,6,Spain,Ademuz,22850.0
Mercedes Benz,C-Class,55 amg,2018,142000,137.0,Diesel,Wagon,Gray,Automatic,6,Spain,Torrejón De Ardoz,26800.0
Jeep,Compass,1.3,2021,99950,149.0,Petrol,Crossover,Black,Automatic,6,Spain,Ademuz,18250.0
Jeep,Compass,1.3,2021,95000,149.0,Petrol,Crossover,Black,Automatic,6,Spain,Ademuz,18450.0
Jeep,Compass,1.3,2021,88000,149.0,Petrol,Crossover,Black,Automatic,6,Spain,Ademuz,18850.0
Opel,Grandland X,1.2,2022,12547,96.0,Petrol,Suv,Blue,Manual,6,Spain,Lugo,32900.0
Škoda,Kodiaq,2.0 2.0 4x4 dsg tdi,2018,49577,111.0,Diesel,Suv,Beige,Automatic,6,Spain,Madrid,28990.0
Jeep,Renegade,1.0 limited,2019,61000,119.0,Petrol,Crossover,White,Manual,6,Spain,Ademuz,15850.0
Jeep,Renegade,1.0 limited,2019,17800,89.0,Petrol,Crossover,White,Manual,6,Spain,Valencia,18990.0
Kia,Sportage,1.6 t-gdi,2022,49000,150.0,Petrol,Crossover,Red,Manual,6,Spain,El Prat De Llobregat,22990.0
Kia,Sportage,1.6 t-gdi,2022,27000,150.0,Petrol,Crossover,Red,Manual,6,Spain,El Prat De Llobregat,24500.0
Peugeot,2008,1.2 puretech,2023,12588,130.0,Petrol,Crossover,Red,Automatic,6,Spain,Marçà,24490.0
Peugeot,2008,1.2 puretech,2023,12000,100.0,Petrol,Crossover,Gray,Manual,6,Spain,La Estrella,21900.0
Mercedes Benz,S-Class,55 amg,2006,171972,289.0,Petrol,Sedan,Gray,Automatic,4,Spain,Madrid,16990.0
Peugeot,508,2.0 bluehdi,2019,133000,163.0,Diesel,Sedan,White,Automatic,6,Spain,Torrejón De Ardoz,20950.0
Nissan,Micra,0.9,2018,63258,89.0,Petrol,Mini,Gray,Manual,6,Spain,Madrid,12900.0
Nissan,Micra,0.9,2018,62355,89.0,Petrol,Mini,Gray,Manual,6,Spain,Lugo,12900.0
Jeep,Wrangler,2.8 crd,2014,137000,149.0,Diesel,Suv,Brown,Manual,6,Spain,Blanes,34990.0
Kia,Stonic,1.0 t-gdi,2021,30000,119.0,Hybrid,Crossover,Gray,Manual,6,Spain,Ademuz,17450.0
Mitsubishi,Asx,1.6,2016,140315,116.0,Petrol,Crossover,White,Manual,6,Spain,Valencia,12995.0
Hyundai,Bayon,1.2 mpi,2023,18073,62.0,Petrol,Suv,Blue,Manual,6,Spain,Calafell,18400.0
Audi,Q2,1.5 35 tfsi,2023,25881,150.0,Petrol,Crossover,Gray,Automatic,6,Spain,Barcelona,35900.0
Audi,Q2,2.0 35 tdi,2023,25493,150.0,Diesel,Crossover,Red,Automatic,6,Spain,Madrid,33900.0
Audi,Q2,2.0 30 tdi,2023,10026,116.0,Diesel,Crossover,Gray,Automatic,6,Spain,Barcelona,32900.0
Audi,A1,1.0 25 tfsi,2022,60505,70.0,Petrol,Mini,Red,Manual,6,Spain,Madrid,21900.0
Jeep,Compass,1.3,2020,92000,149.0,Petrol,Crossover,Gray,Automatic,6,Spain,Ademuz,18450.0
Opel,Grandland X,1.2,2021,93998,96.0,Petrol,Suv,White,Manual,6,Spain,La Estrella,16900.0
Peugeot,5008,1.5 bluehdi,2018,121222,96.0,Diesel,Mpv,Blue,Manual,6,Spain,San Sebastián De Los Reyes,19990.0
Kia,Sportage,1.6 gdi,2021,92000,101.0,Hybrid,Crossover,Black,Manual,6,Spain,Ademuz,18850.0
Kia,Sportage,1.6 gdi,2021,87180,136.0,Petrol,Crossover,Black,Manual,6,Spain,Pontevedra,21500.0
Kia,Sportage,1.6 gdi,2021,67928,136.0,Petrol,Crossover,Red,Manual,6,Spain,Pontevedra,21900.0
Mercedes Benz,Ml-Class,550,2014,120207,391.0,Petrol,Suv,Green,Automatic,6,Spain,Madrid,44500.0
Opel,Crossland X,1.2,2020,68804,96.0,Petrol,Suv,Blue,Manual,6,Spain,Valencia,15995.0
Fiat,500 X,1.3 multijet,2019,125000,95.0,Diesel,Crossover,Blue,Manual,6,Spain,Ocaña,13990.0
Audi,Q5,2.0,2016,129902,150.0,Diesel,Suv,Gray,Manual,6,Spain,Fontellas,21490.0
Bmw,X1,sdrive16d,2019,116000,115.0,Diesel,Suv,Blue,Manual,6,Spain,Ademuz,20850.0
Seat,Ateca,2.0 xcellence tdi 4drive,2017,161600,150.0,Diesel,Suv,Gray,Manual,6,Spain,Torres,17900.0
Audi,A1,1.0 25 tfsi,2021,72254,95.0,Petrol,Mini,Gray,Manual,6,Spain,Valencia,19495.0
Citroen,C3,1.2 puretech,2018,110611,81.0,Petrol,Hatchback,Gray,Manual,6,Spain,Torrejón De Ardoz,13600.0
Opel,Adam,1.2,2016,86433,69.0,Petrol,Mini,White,Manual,6,Spain,Pontevedra,12900.0
Ford,Transit Custom,2.0,2021,41789,137.0,Diesel,Van,Black,Manual,6,Spain,Valladolid,39990.0
Audi,Q3,2.0 35 tdi,2020,67156,111.0,Diesel,Crossover,Gray,Automatic,6,Spain,Lugo,36500.0
Nissan,Qashqai,1.3 dig-t,2022,57,140.0,Hybrid,Crossover,Silver,Manual,6,Spain,Sabadell,24500.0
Hyundai,I30,1.6 crdi,2019,116000,115.0,Diesel,Wagon,Gray,Automatic,6,Spain,Ademuz,14850.0
Mercedes Benz,C-Class,55 amg,2020,95613,144.0,Diesel,Wagon,Gray,Automatic,6,Spain,Lugo,35900.0
Citroen,C4,1.2 puretech,2022,18690,130.0,Petrol,Sedan,Gray,Manual,6,Spain,Sabadell,17950.0
Citroen,C4,1.2 puretech,2022,11497,130.0,Petrol,Sedan,Blue,Manual,6,Spain,Sabadell,17950.0
Opel,Mokka,1.2,2021,78161,96.0,Petrol,Crossover,Gray,Manual,6,Spain,Madrid,17900.0
Opel,Mokka,1.2,2021,59748,130.0,Petrol,Crossover,White,Automatic,6,Spain,Pontevedra,21900.0
Peugeot,308,1.6,2016,113332,89.0,Diesel,Wagon,Gray,Manual,6,Spain,Madrid,9490.0
Fiat,500 X,1.6 multijet,2021,45624,130.0,Diesel,Crossover,Blue,Manual,6,Spain,Lugo,18690.0
Fiat,500 X,1.6 multijet,2021,44793,130.0,Diesel,Crossover,Gray,Manual,6,Spain,Lugo,18690.0
Fiat,500 X,1.6 multijet,2021,44698,130.0,Diesel,Crossover,Blue,Manual,6,Spain,Madrid,18690.0
Fiat,500 X,1.6 multijet,2021,41360,130.0,Diesel,Crossover,Black,Manual,6,Spain,Madrid,18690.0
Fiat,500 X,1.6 multijet,2021,37128,130.0,Diesel,Crossover,Black,Manual,6,Spain,Pontevedra,18690.0
Peugeot,5008,1.2 puretech,2018,55000,130.0,Petrol,Mpv,Black,Manual,6,Spain,Ademuz,18850.0
Audi,Q5,2.0,2017,87799,111.0,Diesel,Suv,Blue,Manual,6,Spain,Lugo,29990.0
Hyundai,I20,1.0,2023,13615,74.0,Petrol,Hatchback,Green,Manual,6,Spain,Barcelona,18600.0
Audi,A4,2.0 tdi,2016,84799,150.0,Diesel,Wagon,Gray,Manual,6,Spain,Girona,19490.0
Audi,A4,2.0 tfsi,2016,64000,190.0,Petrol,Wagon,Gray,Automatic,6,Spain,Ademuz,19950.0
Hyundai,Ioniq,1.6,2020,108303,105.0,Electric,Sedan,White,Automatic,6,Spain,Lugo,18990.0
Nissan,Qashqai,1.6,2018,65908,96.0,Diesel,Crossover,Black,Manual,6,Spain,Madrid,18990.0
Nissan,Qashqai,1.5 dci,2018,57541,130.0,Diesel,Crossover,White,Manual,6,Spain,Pontevedra,21500.0
Mitsubishi,Space Star,1.2,2019,95520,80.0,Petrol,Mpv,Gray,Manual,6,Spain,Pontevedra,9900.0
Jeep,Compass,2.4 limited,2019,54837,140.0,Petrol,Crossover,Gray,Manual,6,Spain,Pontevedra,20500.0
Nissan,Juke,1.0 dig-t,2024,15,114.0,Petrol,Crossover,Silver,Manual,6,Spain,Sabadell,21500.0
Nissan,Juke,1.0 dig-t,2022,46,114.0,Petrol,Crossover,Gray,Manual,6,Spain,Marçà,19995.0
Nissan,X-Trail,1.6,2017,55000,163.0,Petrol,Suv,Gray,Manual,6,Spain,Girona,19990.0
Audi,A7,3.0,2020,111300,349.0,Hybrid,Sedan,Black,Automatic,6,Spain,Murcia,72900.0
Peugeot,2008,1.2 puretech,2020,90000,100.0,Petrol,Crossover,Orange,Manual,6,Spain,Málaga,18990.0
Peugeot,2008,1.2 puretech,2020,67828,100.0,Petrol,Crossover,White,Manual,6,Spain,Málaga,19490.0
Peugeot,2008,1.2 puretech,2020,66548,130.0,Petrol,Crossover,White,Manual,6,Spain,Madrid,18995.0
Peugeot,2008,1.2 puretech,2020,65819,100.0,Petrol,Crossover,White,Manual,6,Spain,Valencia,15695.0
Opel,Crossland X,1.2,2019,84811,110.0,Petrol,Suv,Black,Manual,6,Spain,Pontevedra,15900.0
Opel,Crossland X,1.2,2019,82413,96.0,Petrol,Suv,Black,Manual,6,Spain,Vigo,16900.0
Honda,Cr-V,1.6 i-dtec,2014,123720,120.0,Diesel,Suv,Red,Manual,6,Spain,Parla,13450.0
Opel,Grandland X,1.6,2018,109777,89.0,Diesel,Suv,Gray,Manual,6,Spain,Mataró,18100.0
Bmw,M3,3.0,2021,54000,380.0,Petrol,Sedan,Gray,Automatic,6,Spain,Madrid,86990.0
Hyundai,Tucson,1.6 gdi,2022,29000,111.0,Petrol,Suv,White,Manual,6,Spain,Lugo,24900.0
Hyundai,Tucson,1.6 crdi,2022,23969,85.0,Diesel,Suv,White,Manual,6,Spain,Lugo,26200.0
Hyundai,Tucson,1.6 crdi,2022,23000,85.0,Diesel,Suv,White,Manual,6,Spain,Lugo,26600.0
Hyundai,Tucson,1.6 crdi,2022,22253,85.0,Diesel,Suv,White,Manual,6,Spain,Torrejón De Ardoz,26600.0
Hyundai,Tucson,1.6 crdi,2022,21952,85.0,Diesel,Suv,Gray,Manual,6,Spain,San Sebastián De Los Reyes,26600.0
Hyundai,Tucson,1.6 crdi,2022,21216,85.0,Diesel,Suv,White,Manual,6,Spain,Lugo,26600.0
Hyundai,Tucson,1.6 crdi,2022,20208,85.0,Diesel,Suv,Red,Manual,6,Spain,Torrejón De Ardoz,26597.0
Hyundai,Tucson,1.6 crdi,2022,18868,85.0,Diesel,Suv,White,Manual,6,Spain,Lugo,26900.0
Hyundai,Tucson,1.6 crdi,2022,18317,85.0,Diesel,Suv,Gray,Manual,6,Spain,San Sebastián De Los Reyes,26900.0
Hyundai,Tucson,1.6 crdi,2022,18032,85.0,Diesel,Suv,White,Manual,6,Spain,Madrid,26900.0
Hyundai,Tucson,1.6 crdi,2022,18025,85.0,Diesel,Suv,Red,Manual,6,Spain,Madrid,26900.0
Hyundai,Tucson,1.6 crdi,2022,17941,85.0,Diesel,Suv,Red,Manual,6,Spain,Madrid,26900.0
Hyundai,Tucson,1.6 crdi,2022,17852,85.0,Diesel,Suv,Black,Manual,6,Spain,Madrid,26900.0
Hyundai,Tucson,1.6 crdi,2022,17402,85.0,Diesel,Suv,Red,Manual,6,Spain,Lugo,26900.0
Hyundai,Tucson,1.6 crdi,2022,17022,85.0,Diesel,Suv,White,Manual,6,Spain,Lugo,26900.0
Hyundai,Tucson,1.6 crdi,2022,12932,85.0,Diesel,Suv,Red,Manual,6,Spain,Lugo,26990.0
Hyundai,I20,1.2,2022,21992,84.0,Petrol,Hatchback,White,Manual,6,Spain,Pontevedra,17500.0
Kia,Stonic,1.0 t-gdi,2019,80583,74.0,Petrol,Crossover,Gray,Manual,6,Spain,Madrid,14200.0
Audi,A1,1.0 30 tfsi,2020,110589,115.0,Petrol,Mini,Red,Manual,6,Spain,Lugo,20800.0
Mini,Countryman,1.6,2018,38440,101.0,Petrol,Crossover,Green,Manual,6,Spain,Lugo,23900.0
Mercedes Benz,R-Class,550,2009,227700,289.0,Petrol,Mpv,Blue,Automatic,5,Spain,Madrid,10450.0
Ford,Ranger,2.2 d,2017,72190,160.0,Diesel,Pickup,Black,Automatic,6,Spain,Madrid,30490.0
Ford,Kuga,1.6 ecoboost,2014,86000,179.0,Diesel,Suv,Black,Automatic,6,Spain,Girona,16490.0
Mercedes Benz,Sl-Class,500 sl,2006,71600,289.0,Petrol,Convertible,Black,Automatic,4,Spain,Madrid,24990.0
Ford,Mondeo,2.0 tdci,2005,190716,130.0,Diesel,Sedan,Gray,Manual,4,Spain,Madrid,3500.0
Honda,Cr-V,1.6 i-dtec,2017,196000,160.0,Diesel,Suv,Black,Manual,6,Spain,El Prat De Llobregat,14900.0
Citroen,C4 Cactus,1.6,2014,121072,92.0,Diesel,Hatchback,Gray,Automatic,6,Spain,Girona,9900.0
Citroen,C3,1.6,2022,56060,76.0,Diesel,Hatchback,Gray,Manual,6,Spain,Madrid,14900.0
Škoda,Octavia,2.0,2019,126000,150.0,Diesel,Wagon,Red,Automatic,6,Spain,Torrejón De Ardoz,15950.0
Kia,Sportage,1.6 gdi,2019,29186,101.0,Petrol,Crossover,Gray,Manual,6,Spain,Lugo,25900.0
Nissan,Qashqai,1.3 dig-t,2021,5000,140.0,Hybrid,Crossover,Black,Manual,6,Spain,Sabadell,19900.0
Fiat,Tipo,1.3,2019,153787,95.0,Diesel,Hatchback,Gray,Manual,6,Spain,Parla,10450.0
Honda,Cr-V,1.5,2019,104655,129.0,Petrol,Suv,Brown,Manual,6,Spain,Barcelona,23400.0
Seat,Leon,1.6 tdi,2019,211000,115.0,Diesel,Hatchback,Gray,Manual,6,Spain,Torrejón De Ardoz,10950.0
Mazda,2,1.5,2022,9681,90.0,Petrol,Mini,Red,Manual,6,Spain,Barcelona,19400.0
Hyundai,Tucson,1.6 crdi,2021,22661,85.0,Diesel,Suv,White,Manual,6,Spain,Madrid,25500.0
Hyundai,I10,1.0,2023,10630,49.0,Petrol,Mini,White,Manual,6,Spain,Barcelona,14800.0
Cupra,Formentor,1.5 tsi,2023,11632,149.0,Petrol,Crossover,White,Automatic,6,Spain,Madrid,29500.0
Cupra,Formentor,1.5 tsi,2023,10639,111.0,Petrol,Crossover,White,Automatic,6,Spain,Sabadell,32490.0
Citroen,C4 Cactus,1.2,2019,127856,100.0,Diesel,Hatchback,White,Manual,6,Spain,Parla,13150.0
Bmw,8 Series,840d xdrive,2019,79084,320.0,Diesel,Coupe,Gray,Automatic,6,Spain,Madrid,64800.0
Hyundai,I40,1.7 crdi,2013,100000,136.0,Diesel,Wagon,Black,Manual,5,Spain,Girona,11990.0
Opel,Meriva,1.7 cdti,2012,106868,110.0,Diesel,Mpv,White,Manual,5,Spain,Pontevedra,10500.0
Nissan,Qashqai,1.2,2016,88572,85.0,Petrol,Crossover,Gray,Automatic,6,Spain,Girona,17990.0
Opel,Combo,1.5,2021,82317,96.0,Diesel,Pickup,Gray,Manual,6,Spain,Lugo,23900.0
Opel,Combo,1.5,2021,81313,96.0,Diesel,Pickup,Gray,Manual,6,Spain,Lugo,23900.0
Nissan,Juke,1.6,2011,98990,116.0,Petrol,Crossover,Gray,Manual,5,Spain,Lugo,11999.0
Opel,Combo,1.5,2021,78587,96.0,Diesel,Pickup,Gray,Manual,6,Spain,Lugo,23900.0
Opel,Combo,1.5,2021,74185,96.0,Diesel,Pickup,Beige,Manual,6,Spain,Madrid,23900.0
Opel,Combo,1.5,2021,71340,96.0,Diesel,Pickup,Gray,Manual,6,Spain,Lugo,23900.0
Opel,Combo,1.5,2021,62024,96.0,Diesel,Pickup,Gray,Manual,6,Spain,Madrid,23900.0
Ford,Fiesta,1.5 tdci,2017,87000,85.0,Diesel,Sedan,White,Manual,6,Spain,Torrejón De Ardoz,11950.0
Opel,Mokka,1.2,2023,9278,100.0,Petrol,Crossover,Gray,Manual,6,Spain,Tomares,21500.0
Ford,Ecosport,1.0 ecoboost,2021,64865,93.0,Petrol,Suv,Gray,Manual,6,Spain,Pol,16990.0
Hyundai,Tucson,1.6 gdi,2023,10,111.0,Petrol,Suv,White,Automatic,6,Spain,Lugo,36900.0
Audi,Q3,1.4 tfsi,2018,76239,150.0,Petrol,Crossover,Silver,Automatic,6,Spain,Sabadell,21900.0
Citroen,C3,1.2 puretech,2021,59297,61.0,Petrol,Hatchback,Gray,Manual,6,Spain,Madrid,12900.0
Peugeot,2008,1.2 puretech,2019,78475,110.0,Petrol,Crossover,Red,Automatic,6,Spain,Madrid,14490.0
Peugeot,2008,1.2 puretech,2019,39456,82.0,Electric,Crossover,Gray,Manual,6,Spain,Torrejón De Ardoz,12750.0
Ford,Transit Custom,2.0,2017,215000,126.0,Diesel,Van,White,Manual,6,Spain,Santa Coloma De Gramenet,12980.0
Hyundai,Tucson,1.6 crdi,2020,32033,101.0,Diesel,Suv,White,Automatic,6,Spain,Lugo,33900.0
Hyundai,Tucson,1.6 crdi,2020,16615,101.0,Diesel,Suv,White,Automatic,6,Spain,Lugo,33900.0
Hyundai,I20,1.0,2023,3800,74.0,Petrol,Hatchback,Blue,Manual,6,Spain,Ronda,19300.0
Citroen,C3 Aircross,1.2,2021,34551,110.0,Petrol,Suv,Blue,Manual,6,Spain,Pontevedra,18500.0
Peugeot,5008,1.5 bluehdi,2020,176372,130.0,Diesel,Mpv,White,Automatic,6,Spain,Parla,18950.0
Bmw,X4,xdrive20d,2019,78000,141.0,Diesel,Suv,Black,Automatic,6,Spain,Lugo,45900.0
Audi,Q2,1.6 30 tdi,2019,42945,116.0,Diesel,Crossover,Gray,Manual,6,Spain,Marçà,24275.0
Opel,Insignia,1.6 cdti,2017,130000,136.0,Diesel,Sedan,Black,Automatic,6,Spain,Madrid,13499.0
Land Rover,Evoque,2.0,2017,110000,134.0,Diesel,Suv,Gray,Automatic,6,Spain,El Prat De Llobregat,34900.0
Bmw,X5,d,2007,92352,175.0,Diesel,Suv,Beige,Automatic,4,Spain,Madrid,19490.0
Audi,A1,1.0 tfsi,2018,44749,70.0,Petrol,Mini,Red,Manual,6,Spain,Madrid,17990.0
Ford,Focus,1.0 ecoboost,2021,59421,93.0,Petrol,Wagon,White,Manual,6,Spain,Lugo,17999.0
Ford,Focus,1.0 ecoboost,2021,58529,93.0,Petrol,Wagon,White,Manual,6,Spain,Lugo,17999.0
Ford,Focus,1.0 ecoboost,2021,45782,93.0,Petrol,Wagon,White,Manual,6,Spain,Lugo,17999.0
Peugeot,308,1.6,2016,137000,120.0,Diesel,Wagon,White,Manual,6,Spain,Torrejón De Ardoz,10950.0
Mercedes Benz,Cls-Class,63 amg,2012,141710,415.0,Petrol,Sedan,Gray,Automatic,5,Spain,Madrid,44990.0
Nissan,Juke,1.0 dig-t,2020,53201,116.0,Petrol,Crossover,Gray,Manual,6,Spain,Marçà,17995.0
Seat,Ateca,1.0 tsi,2020,33676,115.0,Petrol,Suv,White,Manual,6,Spain,Madrid,17990.0
Audi,A3,2.0 tdi s-tronic,2016,169700,150.0,Diesel,Sedan,Black,Automatic,6,Spain,Torres,17900.0
Ford,Kuga,1.5,2022,17471,111.0,Petrol,Suv,Black,Manual,6,Spain,Lugo,27900.0
Ford,Kuga,1.5,2022,16599,111.0,Petrol,Suv,Black,Manual,6,Spain,Lugo,27900.0
Ford,Kuga,1.5,2022,16383,111.0,Petrol,Suv,Blue,Manual,6,Spain,Lugo,27900.0
Ford,Kuga,1.5,2022,14287,111.0,Petrol,Suv,Silver,Manual,6,Spain,Madrid,27900.0
Ford,Kuga,1.5,2022,14252,111.0,Petrol,Suv,Blue,Manual,6,Spain,Torrejón De Ardoz,27900.0
Ford,Kuga,1.5,2022,13685,111.0,Petrol,Suv,Silver,Manual,6,Spain,Vigo,27900.0
Ford,Kuga,1.5,2022,12854,111.0,Petrol,Suv,Blue,Manual,6,Spain,Lugo,27900.0
Ford,Kuga,1.5,2022,12080,111.0,Petrol,Suv,Black,Manual,6,Spain,Madrid,27900.0
Ford,Kuga,1.5,2022,11889,111.0,Petrol,Suv,White,Manual,6,Spain,Lugo,27900.0
Ford,Kuga,1.5,2022,11703,111.0,Petrol,Suv,Blue,Manual,6,Spain,San Sebastián De Los Reyes,27900.0
Ford,Kuga,1.5,2022,10940,111.0,Petrol,Suv,Blue,Manual,6,Spain,Madrid,27900.0
Ford,Kuga,1.5,2022,10035,111.0,Petrol,Suv,White,Manual,6,Spain,Madrid,27900.0
Peugeot,308,1.6,2017,113000,120.0,Diesel,Wagon,White,Manual,6,Spain,Torrejón De Ardoz,11950.0
Audi,Q3,2.0 35 tdi,2019,100018,111.0,Diesel,Crossover,White,Automatic,6,Spain,Madrid,26990.0
Peugeot,508,1.6 puretech,2019,65035,134.0,Diesel,Sedan,Blue,Automatic,6,Spain,San Sebastián De Los Reyes,23490.0
Kia,Xceed,1.0 t-gdi,2022,34100,89.0,Petrol,Crossover,Gray,Manual,6,Spain,Lugo,23500.0
Kia,Xceed,1.0 t-gdi,2022,33575,119.0,Petrol,Crossover,Gray,Manual,6,Spain,Pontevedra,22500.0
Land Rover,Discovery,3.0,2017,112645,253.0,Diesel,Suv,White,Automatic,6,Spain,Lugo,34900.0
Kia,Xceed,1.0 t-gdi,2022,2500,119.0,Petrol,Crossover,White,Manual,6,Spain,Pontevedra,24500.0
Škoda,Enyaq,electro,2024,10,134.0,Electric,Suv,Blue,Automatic,6,Switzerland,NA,41175.28
Alfa Romeo,Tonale,1.3,2024,6,208.0,Hybrid,Crossover,Gray,Automatic,6,Switzerland,NA,49347.3
Volkswagen,Touareg,3.0 tdi,2018,25500,195.0,Diesel,Suv,Black,Automatic,6,Switzerland,NA,41917.91
Volkswagen,Golf,2.0 tdi,2024,11,111.0,Diesel,Sedan,Black,Automatic,6,Switzerland,NA,36930.65
Volkswagen,T-Cross,1.0 tsi,2024,10,82.0,Petrol,Crossover,Silver,Automatic,6,Switzerland,NA,30244.92
Cupra,Formentor,2.0 tsi vz,2021,29100,231.0,Petrol,Crossover,Red,Automatic,6,Switzerland,NA,31624.09
Renault,Master,2.3,2024,1000,121.0,Diesel,Van,Gray,Manual,6,Switzerland,NA,73755.21
Ford,Kuga,2.0 tdci,2023,6900,141.0,Diesel,Suv,Black,Automatic,6,Switzerland,NA,34489.55
Seat,Leon,1.2 tsi,2021,20900,152.0,Petrol,Hatchback,Black,Automatic,6,Switzerland,NA,22816.56
Hyundai,Santa Fe,1.6,2023,28400,197.0,Hybrid,Suv,Gray,Automatic,6,Switzerland,NA,48603.64
Alfa Romeo,Tonale,1.3,2024,58,208.0,Hybrid,Crossover,Blue,Automatic,6,Switzerland,NA,48285.37
Volkswagen,Golf,2.0 tdi,2024,8,111.0,Diesel,Sedan,Black,Automatic,6,Switzerland,NA,36930.65
Volkswagen,Passat,2.0 tdi,2021,31500,111.0,Diesel,Wagon,Silver,Automatic,6,Switzerland,NA,23028.74
Škoda,Kodiaq,2.0 2.0 4x4 tsi,2023,30900,141.0,Petrol,Suv,White,Automatic,6,Switzerland,NA,40114.380000000005
Volkswagen,Passat,2.0 tdi,2020,40300,111.0,Diesel,Wagon,Black,Automatic,6,Switzerland,NA,22603.35
Seat,Alhambra,1.4 tsi,2022,39100,111.0,Petrol,Mpv,Black,Automatic,6,Switzerland,NA,37461.1
Škoda,Octavia,2.0 tdi,2023,8100,111.0,Diesel,Wagon,Black,Automatic,6,Switzerland,NA,33746.92
Volkswagen,T-Cross,1.0 tsi,2022,26100,82.0,Petrol,Crossover,Silver,Automatic,6,Switzerland,NA,21118.09
Škoda,Kodiaq,2.0 2.0 4x4 tdi,2024,21,149.0,Diesel,Suv,Black,Automatic,6,Switzerland,NA,47224.47
Bmw,2 Series,220d,2022,15200,141.0,Diesel,Sedan,Gray,Automatic,6,Switzerland,NA,35550.450000000004
Seat,Ateca,1.5 tsi,2024,18,111.0,Petrol,Suv,White,Automatic,6,Switzerland,NA,28440.36
Mazda,Cx-5,2.0,2023,9300,123.0,Petrol,Crossover,Black,Automatic,6,Switzerland,NA,31624.09
Mazda,Cx-5,2.0,2023,9200,123.0,Petrol,Crossover,Black,Automatic,6,Switzerland,NA,31624.09
Peugeot,3008,1.5 bluehdi,2023,33200,96.0,Diesel,Crossover,Black,Automatic,6,Switzerland,NA,27379.46
Mazda,Cx-5,2.0,2023,10600,123.0,Petrol,Crossover,Gray,Automatic,6,Switzerland,NA,31624.09
Bentley,Bentayga,4.0 v8,2021,14900,410.0,Petrol,Suv,Gray,Automatic,6,Switzerland,NA,168205.18
Bmw,X4,20i xdrive,2019,26100,137.0,Petrol,Suv,Black,Automatic,6,Switzerland,NA,41917.91
Volkswagen,T-Cross,1.0 tsi,2022,22700,82.0,Petrol,Crossover,Black,Automatic,6,Switzerland,NA,20693.73
Nissan,Micra,1.0,2022,14300,68.0,Petrol,Mini,Gray,Automatic,6,Switzerland,NA,17934.36
Bmw,X1,18i sdrive,2023,9100,101.0,Petrol,Suv,Black,Automatic,6,Switzerland,NA,44359.01
Bmw,X1,18i sdrive,2023,3200,101.0,Petrol,Suv,Black,Automatic,6,Switzerland,NA,44359.01
Audi,Tt,2.5,2023,8600,298.0,Petrol,Coupe,Gray,Automatic,6,Switzerland,NA,70889.75
Bmw,3 Series,330i,2023,22100,182.0,Petrol,Sedan,Black,Automatic,6,Switzerland,NA,48603.64
Citroen,C5 Aircross,1.5 bluehdi,2023,33300,97.0,Diesel,Suv,Black,Automatic,6,Switzerland,NA,24195.73
Citroen,C5 Aircross,1.5 bluehdi,2023,29300,97.0,Diesel,Suv,Black,Automatic,6,Switzerland,NA,24195.73
Land Rover,Range Rover Sport,5.0,2014,112600,380.0,Petrol,Suv,,Automatic,6,Switzerland,NA,50408.2
Opel,Mokka,1.2,2022,16300,96.0,Petrol,Crossover,,Automatic,6,Switzerland,NA,23877.46
