Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Audi,Rs5,2.9,2020,Petrol,Coupe,Black,NA,Automatic,https://cautimasina.ro/audi-rs5-2020-benzina-second-hand-info-65e92f5f776cf52ec5dbb8c3,6,67806,34000,450.0,Romania
Volvo,S60,2.0,2019,Petrol,Sedan,Gray,NA,Automatic,https://cautimasina.ro/volvo-s60-2019-benzina-second-hand-info-65cf7696455200e9618ab9e9,6,30000,78059,250.0,Romania
Renault,Talisman,1.6,2017,Diesel,Sedan,White,Râmnicu Vâlcea,Automatic,https://www.anuntul.ro/anunt-autoturism-renault-talisman-26w2mZ#J8jeek%20,6,15500,149901,160.0,Romania
Volvo,Xc60,2.0,2018,Diesel,Crossover,Gray,Bucureşti,Automatic,https://cautimasina.ro/volvo-xc60-2018-diesel-second-hand-info-65c48b2ea289d38a56fe369c,6,32990,86431,190.0,Romania
Hyundai,Kona,1.0,2020,Petrol,Crossover,Blue,NA,Manual,https://www.anuntul.ro/anunt-autoturism-hyundai-kona-zM3VqM#J8jeek%20,6,14690,61956,89.0,Romania
Dacia,Duster,1.6,2019,Petrol,Suv,Gray,Bucureşti,Manual,https://cautimasina.ro/dacia-duster-2019-benzina-second-hand-info-65df94494daf2c9b8a6ec963,6,13790,100088,114.0,Romania
Toyota,C-Hr,1.8,2021,Hybrid,Suv,Blue,Bucureşti,Automatic,https://cautimasina.ro/toyota-c-hr-2021-hibrid-second-hand-info-65df93994daf2c9b8a6ec89e,6,23990,56833,98.0,Romania
Ford,Edge,2.0,2020,Diesel,Suv,Beige,Bucureşti,Automatic,https://cautimasina.ro/ford-edge-2020-diesel-second-hand-info-65e3124c24c314cc11efae1d,6,30583,99000,238.0,Romania
Renault,Arkana,1.6,2022,Hybrid,Crossover,Blue,Bucureşti,Automatic,https://www.anuntul.ro/anunt-autoturism-renault-arkana-xPjw8e#J8jeek%20,6,26418,66000,70.0,Romania
Renault,Arkana,1.6,2021,Hybrid,Crossover,White,Bucureşti,Automatic,https://cautimasina.ro/renault-arkana-2021-hibrid-second-hand-info-65cf1ae9455200e9618a7cf7,6,25228,65000,145.0,Romania
