Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Trim
"4,695 EUR (35,000 DKK)",Volkswagen,Golf,14 km,1993,Petrol,Convertible,Red,Otterup,55 kW (75 HP),Manual,https://www.guloggratis.dk/annonce/3f4833ea-a3db-4356-87a1-17ae983d9d67,1.6
"9,257 EUR (69,000 DKK)",Nissan,Leaf,"43,000 km",2012,Electric,Hatchback,White,Odense,81 kW (110 HP),Automatic,https://www.bilbasen.dk/brugt/bil/nissan/leaf/24-visia-5d/6086986,Visia
"40,241 EUR (299,950 DKK)",Bmw,X1,"102,000 km",2020,Diesel,Suv,Black,Silkeborg,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x1/20-sdrive18d-m-sport-aut-5d/6074972,sDrive18d
"46,942 EUR (349,900 DKK)",Mercedes Benz,Eqb,"16,000 km",2022,Electric,Hatchback,White,København,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqb250/electric-art-5d/6004032,250
"9,243 EUR (68,900 DKK)",Toyota,Aygo X,"94,000 km",2015,Petrol,Mini,White,Hemmet,51 kW (69 HP),Manual,https://www.guloggratis.dk/annonce/e1c5e85a-06af-4233-9406-9196db9395c5,1.0
"25,476 EUR (189,900 DKK)",Audi,Q2,"136,000 km",2018,Diesel,Crossover,Black,Lunderskov,86 kW (117 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/q2/16-tdi-116-sport-s-tr-5d/6094526,1.6 TDI
"32,869 EUR (245,000 DKK)",Volkswagen,Id.3,"24,000 km",2021,Electric,Hatchback,Gray,Frederiksberg,108 kW (147 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/id3/pro-5d/6099551,
"29,488 EUR (219,800 DKK)",Volkswagen,Id.3,"17,000 km",2021,Electric,Hatchback,White,Bramming,152 kW (207 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-1st-max-5d/6089422,
"6,640 EUR (49,500 DKK)",Renault,Twingo,"123,000 km",2015,Petrol,Mini,White,Køge,52 kW (71 HP),Manual,https://www.guloggratis.dk/annonce/de9a5d32-779b-444d-a5f0-535923b39b18,1.0
"500 EUR (3,727 DKK)",Porsche,911 Targa,"82,000 km",2015,Petrol,Convertible,Black,Hadsund,298 kW (405 HP),Automatic,https://www.guloggratis.dk/annonce/e1717305-0fae-4920-9d1c-adfc920c57f4,
"97,936 EUR (729,995 DKK)",Volvo,Xc90,"90,000 km",2020,Diesel,Suv,,Kastrup,175 kW (238 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-b5-235-inscription-aut-awd-7prs-5d/6012047,2.0
"42,259 EUR (314,990 DKK)",Tesla,Model 3,"20,000 km",2022,Electric,Sedan,White,Holstebro,498 kW (677 HP),Automatic,https://bilhandel.dk/tesla-model-3-el-long-range-awd-498hk-aut/id-1573427,0.0 long range
"6,694 EUR (49,900 DKK)",Hyundai,I10,"155,000 km",2015,Petrol,Mini,White,Hemmet,49 kW (67 HP),Manual,https://www.guloggratis.dk/annonce/7f98e197-86c3-4bbd-b799-106c189c9131,1.0
"20,915 EUR (155,900 DKK)",Toyota,Rav4,"162,000 km",2015,Diesel,Suv,Black,Jelling,106 kW (144 HP),Manual,https://www.guloggratis.dk/annonce/fd3a51f2-4802-4971-866b-9cbc9102a611,2.0
"16,756 EUR (124,900 DKK)",Volkswagen,Polo,"157,437 km",2017,Petrol,Hatchback,White,Roskilde,111 kW (151 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/polo/14-tsi-150-bluegt-5d/6062926,1.4 TSI
"50,967 EUR (379,900 DKK)",Mercedes Benz,C-Class,"96,000 km",2020,Diesel,Sedan,White,Brøndby,144 kW (196 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/c220-d/20-business-amg-line-night-edition-aut-4d/6057338,
"36,209 EUR (269,900 DKK)",Mercedes Benz,B-Class,"117,000 km",2019,Diesel,Hatchback,Black,Brøndby,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/b200-d/20-business-aut-5d/5979527,200
"12,060 EUR (89,900 DKK)",Ford,C-Max,"198,000 km",2016,Petrol,Mpv,Black,Hemmet,74 kW (101 HP),Manual,https://www.guloggratis.dk/annonce/c07bd7e1-9977-4470-91c8-30446e10160b,1.0
"21,452 EUR (159,900 DKK)",Fiat,500e,"15,200 km",2022,Electric,Mini,Black,Herning,87 kW (118 HP),Automatic,https://www.bilerneshus.dk/brugte-biler/185497450,
"299,900 EUR",Ford,S-Max,"150,000 km",2020,Diesel,Mpv,Black,Varde,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/ford/s-max/20-ecoblue-titanium-aut-5d/5740426,2.0 EcoBlue
"31,514 EUR (234,900 DKK)",Peugeot,Expert,"58,000 km",2019,Diesel,Van,Gray,Aalborg,131 kW (178 HP),Automatic,https://seek4cars.net/biler-til-salg/peugeot/expert/l3-2-0-bluehdi-ultimate-eat8-177hk-van-8g-aut/f8150aa8-efb2-45e0-ad25-e6aec0564395,2.0
"35,512 EUR (264,700 DKK)",Volkswagen,Tiguan,"95,000 km",2017,Petrol,Crossover,White,Haderslev,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/tiguan/14-tsi-150-comfortline-dsg-5d/6044580,1.4 TSI
"35,538 EUR (264,900 DKK)",Audi,A6 Allroad,"149,000 km",2014,Diesel,Crossover,White,Hasselager,152 kW (207 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/a6-allroad/30-tdi-204-quattro-s-tr-5d/5944163,3.0 TDI
"22,793 EUR (169,900 DKK)",Seat,Leon,"88,000 km",2019,Diesel,Hatchback,White,Holbæk,85 kW (116 HP),Automatic,https://www.bilbasen.dk/brugt/bil/seat/leon/16-tdi-115-style-st-dsg-5d/5960409,1.6 TDI
"8,706 EUR (64,900 DKK)",Kia,Picanto,"99,000 km",2016,Petrol,Mini,Black,Hemmet,64 kW (87 HP),Manual,https://www.guloggratis.dk/annonce/57d47596-0170-4385-a401-320d6ea65997,1.2 mpi
"40,180 EUR (299,500 DKK)",Cadillac,Eldorado,"170,000 km",1962,Petrol,Sedan,Blue,Odense,,Automatic,https://www.guloggratis.dk/annonce/d85b42d4-0f65-4c00-a956-283f0fe613d2,4.5
"16,085 EUR (119,900 DKK)",Audi,A1,"107,000 km",2015,Diesel,Mini,Black,Gadstrup,67 kW (91 HP),Manual,https://www.guloggratis.dk/annonce/83f0a6ec-9332-445a-8291-6538269461f7,1.6 TDI
"47,613 EUR (354,900 DKK)",Volvo,Xc40,"65,000 km",2021,Petrol,Crossover,Gray,Tørring,195 kW (265 HP),Automatic,https://www.guloggratis.dk/annonce/d71f765f-6442-43eb-94b0-b4ade58477a2,1.5 T5 Recharge
"13,402 EUR (99,900 DKK)",Mercedes Benz,Clk-Class,"146,000 km",2003,Petrol,Coupe,,Varde,218 kW (296 HP),Automatic,https://bilhandel.dk/mercedes-clk320-32-avantgarde-aut/id-1559855,320
"40,905 EUR (304,900 DKK)",Kia,Ev6,"16,000 km",2022,Electric,Crossover,White,Tørring,170 kW (231 HP),Automatic,https://bilhandel.dk/kia-ev6-el-standard-range-170hk-5d-trinl-gear/id-1484262,
"24,001 EUR (178,900 DKK)",Renault,Grand Scenic,"105,000 km",2018,Diesel,Mpv,Blue,Frederiksberg,82 kW (112 HP),Manual,https://www.bilbasen.dk/brugt/bil/renault/grand-scenic-iv/15-dci-110-zen-5d/6060777,1.5 dCi
"26,416 EUR (196,900 DKK)",Toyota,Verso,"44,000 km",2017,Petrol,Mpv,Black,Havdrup,109 kW (148 HP),Manual,https://www.bilbasen.dk/brugt/bil/toyota/verso/18-vvt-i-t2-premium-7prs-5d/6076309,1.8 VVT-i
"16,769 EUR (124,999 DKK)",Škoda,Citigo,"36,000 km",2020,Electric,Mini,White,Fredericia,61 kW (83 HP),Automatic,https://www.bilbasen.dk/brugt/bil/skoda/citigo-e/iv-5d/6086356,electro
"29,501 EUR (219,900 DKK)",Tesla,Model 3,"57,000 km",2019,Electric,Sedan,White,Brøndby,228 kW (310 HP),Automatic,https://usedcars.leaseplan.com/da-dk/tesla-model-3/5YJ3E7EA0KF467013.html,0.0 range standard
"32,869 EUR (245,000 DKK)",Volkswagen,Polo,"111,000 km",2018,Petrol,Hatchback,Red,Gadstrup,200 kW (272 HP),Automatic,https://bilhandel.dk/vw-polo-20-gti-dsg/id-1338279,2.0
"67,012 EUR (499,500 DKK)",Audi,Sq5,"176,000 km",2016,Diesel,Suv,,Bredebro,340 kW (462 HP),Automatic,https://bilhandel.dk/audi-sq5-30-tdi-340-plus-quattro-tiptr/id-1577342,3.0 TDI
"26,818 EUR (199,900 DKK)",Nissan,Qashqai,"56,000 km",2017,Petrol,Crossover,White,Herning,85 kW (116 HP),Automatic,https://www.autouncle.dk/en/d/4779990-used-nissan-qashqai-1-2-dig-t-115-tekna-x-tr,1.2
"17,427 EUR (129,900 DKK)",Honda,Jazz,"79,000 km",2017,Petrol,Hatchback,Silver,Frederiksberg,76 kW (103 HP),Manual,https://www.bilbasen.dk/brugt/bil/honda/jazz/13-i-vtec-elegance-5d/6025662,1.3 i-VTEC
"17,427 EUR (129,900 DKK)",Audi,A1,"132,000 km",2014,Petrol,Mini,Black,Tørring,86 kW (117 HP),Manual,https://bilhandel.dk/audi-a1-12-tfsi-86-ambition-sportback/id-1577285,1.2 TFSI
"100,606 EUR (749,900 DKK)",Audi,Q7,"155,000 km",2017,Diesel,Suv,,Vejle,272 kW (370 HP),Automatic,https://bilhandel.dk/audi-q7-30-tdi-272-s-line-quattro-tiptr-7prs/id-1554945,3.0 TDI
"30,172 EUR (224,900 DKK)",Tesla,Model 3,"60,000 km",2020,Electric,Sedan,White,Brøndby,242 kW (329 HP),Automatic,https://usedcars.leaseplan.com/da-dk/tesla-model-3/2003771-dk-tesla-model-3.html,0.0 range standard
"29,515 EUR (219,999 DKK)",Volkswagen,Touran,"176,000 km",2018,Diesel,Mpv,White,Fredericia,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/6007340,2.0 TSI
"100,619 EUR (749,999 DKK)",Bmw,X5,"122,000 km",2017,Diesel,Suv,,Fredericia,233 kW (317 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x5/30-xdrive40d-m-sport-aut-5d/6016073,xDrive40d
"29,501 EUR (219,900 DKK)",Volkswagen,Touran,"81,000 km",2017,Diesel,Mpv,White,Varde,115 kW (156 HP),Manual,https://bilhandel.dk/vw-touran-16-tdi-115-trendline-7prs/id-1462990,1.6 TDI
"33,526 EUR (249,900 DKK)",Hyundai,Tucson,"103,000 km",2020,Diesel,Suv,White,Tørring,101 kW (137 HP),Automatic,https://www.guloggratis.dk/annonce/7e538faa-ef09-4335-86db-cb08676489ff,1.6 CRDi
"26,147 EUR (194,900 DKK)",Citroen,C4 Picasso,"75,000 km",2017,Diesel,Mpv,Black,Odder,120 kW (163 HP),Manual,https://bilhandel.dk/citroen-grand-c4-picasso-16-bluehdi-120-iconic-7prs/id-1546782,1.6 BlueHDI
"42,917 EUR (319,900 DKK)",Ford,Mustang Mach-E,"17,300 km",2023,Electric,Crossover,Black,Birkerød,200 kW (272 HP),Automatic,https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/standard-range-5d/6059436,
"57,016 EUR (424,990 DKK)",Mercedes Benz,E-Class,"119,000 km",2018,Diesel,Coupe,White,Herning,144 kW (196 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/e220-d/20-amg-line-coup-aut-2d/6073920,
"49,625 EUR (369,900 DKK)",Mercedes Benz,E-Class,"104,000 km",2018,Diesel,Sedan,White,Vejle,194 kW (264 HP),Automatic,https://bilhandel.dk/mercedes-e220-d-20-avantgarde-aut/id-1569314,220 D
"107,314 EUR (799,900 DKK)",Mercedes Benz,Eqe,"10,000 km",2023,Electric,Sedan,,Silkeborg,354 kW (481 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqe43/amg-4matic-4d/6092551,AMG43
"29,488 EUR (219,800 DKK)",Fiat,500e,301 km,2023,Electric,Mini,White,Køge,87 kW (118 HP),Automatic,https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-pack-cabrio-2d/6070512,
"22,807 EUR (170,000 DKK)",Audi,Tt,"130,000 km",2015,Petrol,Coupe,White,Hillerød,171 kW (233 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/tt/20-tfsi-230-coup-quattro-s-tr-2d/6074952,2.0 tfsi
"42,193 EUR (314,500 DKK)",Tesla,Model 3,"6,900 km",2023,Electric,Sedan,Black,Bredebro,371 kW (505 HP),Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6085562,0.0 long range
"25,476 EUR (189,900 DKK)",Audi,Q3,"90,000 km",2018,Petrol,Crossover,Red,Kolding,111 kW (151 HP),Manual,https://www.bilbasen.dk/brugt/bil/audi/q3/14-tfsi-150-ultra-5d/6070693,1.4 TFSI ultra
"34,841 EUR (259,700 DKK)",Volkswagen,Polo,"45,000 km",2019,Petrol,Hatchback,Red,Haderslev,149 kW (203 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/polo/20-gti-dsg-5d/6044591,2.0
"10,719 EUR (79,900 DKK)",Toyota,Aygo,"82,500 km",2016,Petrol,Mini,White,Ringsted,51 kW (69 HP),Manual,https://seek4cars.net/biler-til-salg/toyota/aygo/1-0-vvt-i-x-sky-69hk-5d/65ebe67c-4078-4dbf-bd62-30b6e3a257e4,1.0
"87,136 EUR (649,500 DKK)",Bmw,X3,"140,000 km",2017,Petrol,Suv,,Bredebro,360 kW (490 HP),Automatic,https://bilhandel.dk/bmw-x3-30-m40i-xdrive-aut/id-1567597,M40i xDrive
"28,160 EUR (209,900 DKK)",Opel,Vivaro,"32,000 km",2021,Diesel,Van,White,Aalborg,90 kW (122 HP),Automatic,https://seek4cars.net/biler-til-salg/opel/vivaro/l3v2-2-0-d-innovation-at8-122hk-van-8g-aut/7a82e504-0661-4f89-bda1-6d51c87a03cf,2.0
"20,043 EUR (149,400 DKK)",Renault,Kadjar,"137,000 km",2016,Diesel,Suv,Gray,Hedehusene,82 kW (112 HP),Automatic,https://www.bilbasen.dk/brugt/bil/renault/kadjar/15-dci-110-zen-edc-5d/6098536,1.5 dCi
"8,384 EUR (62,500 DKK)",Volkswagen,Up!,"174,000 km",2014,Petrol,Mini,Black,Hillerød,55 kW (75 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/up/10-75-move-up-bmt-3d/6080185,1.0
"22,391 EUR (166,900 DKK)",Hyundai,Ioniq,"42,000 km",2019,Hybrid,Sedan,Black,Vejle,105 kW (143 HP),Automatic,https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/16-phev-trend-dct-5d/6023023,1.6
"39,536 EUR (294,700 DKK)",Volvo,V60,"125,000 km",2019,Diesel,Wagon,White,Herning,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/v60/20-d4-190-inscription-aut-5d/5857653,2.0 D4
"24,014 EUR (179,000 DKK)",Volvo,V40,"151,000 km",2018,Diesel,Wagon,Black,Børkop,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/v40/20-d4-190-r-design-aut-5d/6028208,2.0
"32,184 EUR (239,900 DKK)",Peugeot,3008,"114,000 km",2019,Diesel,Crossover,White,Aalborg,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/3008/15-bluehdi-130-allure-ltd-eat8-5d/6044242,1.5 bluehdi
"11,658 EUR (86,900 DKK)",Toyota,Aygo,"68,000 km",2015,Petrol,Mini,Red,Aalborg,51 kW (69 HP),Manual,https://www.bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-cite-5d/6090188,1.0
"6,694 EUR (49,900 DKK)",Renault,Megane,"192,000 km",2012,Petrol,Wagon,White,Hemmet,82 kW (112 HP),Manual,https://www.guloggratis.dk/annonce/1ae6adf2-37e7-49bf-8bc4-ce6dc96bfa4e,1.6 dci
"24,135 EUR (179,900 DKK)",Peugeot,Expert,"61,000 km",2020,Diesel,Van,Gray,Aalborg,90 kW (122 HP),Automatic,https://seek4cars.net/biler-til-salg/peugeot/expert/l3-2-0-bluehdi-premium-eat8-122hk-van-8g-aut/82ed1b78-f91b-4272-9a87-22aff463a4f8,2.0
"33,539 EUR (250,000 DKK)",Bmw,X1,"98,000 km",2017,Diesel,Suv,,Silkeborg,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x1/20-sdrive20d-advantage-aut-5d/5821267,sDrive20d
"17,024 EUR (126,900 DKK)",Nissan,Qashqai,"99,000 km",2014,Petrol,Crossover,White,Vejle,85 kW (116 HP),Manual,https://www.bilbasen.dk/brugt/bil/nissan/qashqai/12-dig-t-115-visia-5d/5935088,1.2
"32,198 EUR (240,000 DKK)",Audi,S8,"169,000 km",2015,Petrol,Sedan,Gray,Hørve,451 kW (613 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/s8/40-tfsi-plus-quattro-tiptr-4d/5940487,4.0 TFSI
"39,577 EUR (295,000 DKK)",Bmw,2 Series,"64,000 km",2019,Petrol,Hatchback,Black,Kolind,143 kW (194 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/220i/20-gran-tourer-sport-line-aut-7prs-5d/6046877,220i
"28,160 EUR (209,900 DKK)",Audi,Q2,"78,000 km",2018,Petrol,Crossover,White,Tørring,150 kW (204 HP),Manual,https://bilhandel.dk/audi-q2-14-tfsi-sport-150hk-5d-6g/id-1572594,1.4 TFSI
"29,501 EUR (219,900 DKK)",Audi,Q2,"71,000 km",2018,Diesel,Crossover,White,Hadsund,86 kW (117 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/q2/16-tdi-116-sport-s-tr-5d/6080410,1.6 TDI
"140,867 EUR (1,050,000 DKK)",Porsche,Taycan,"59,000 km",2020,Electric,Sedan,,Hørsholm,466 kW (634 HP),Automatic,https://bilhandel.dk/porsche-taycan-turbo/id-1543583,Turbo
"50,967 EUR (379,900 DKK)",Mercedes Benz,Eqa,"6,000 km",2023,Electric,Hatchback,Black,Espergærde,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/progressive-5d/6077946,
"38,892 EUR (289,900 DKK)",Peugeot,3008,"36,000 km",2020,Diesel,Crossover,White,Aalborg,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/3008/15-bluehdi-130-edition210-eat8-5d/5996582,1.5 bluehdi
"24,132 EUR (179,880 DKK)",Hyundai,Kona,"45,000 km",2019,Petrol,Crossover,Silver,Frederikssund,89 kW (121 HP),Manual,https://seek4cars.net/biler-til-salg/hyundai/kona/1-0-t-gdi-trend-120hk-5d-6g/0e02d01a-0e6e-40df-8084-dcfc33cb8e77,1.0 T-GDi
"18,111 EUR (135,000 DKK)",Audi,A1,"77,000 km",2011,Petrol,Mini,Black,Gadstrup,90 kW (122 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/a1/14-tfsi-122-attraction-s-tr-3d/5808513,1.4 TFSI
"160,857 EUR (1,199,000 DKK)",Porsche,911 Targa,"89,000 km",2010,Petrol,Convertible,,Hadsund,257 kW (350 HP),Automatic,https://www.bilbasen.dk/brugt/bil/porsche/911-targa-4/36-pdk-2d/5878343,
"21,452 EUR (159,900 DKK)",Peugeot,Partner,"39,000 km",2020,Diesel,Pickup,Gray,Aalborg,96 kW (131 HP),Automatic,https://seek4cars.net/biler-til-salg/peugeot/partner/l1-v1-1-5-bluehdi-plus-pro-eat8-130hk-van-8g-aut/e0044a63-cba1-4728-88f2-7297e714c6a7,1.5 bluehdi
"23,746 EUR (177,000 DKK)",Bmw,5 Series,"207,000 km",2010,Diesel,Sedan,Black,Hinnerup,175 kW (238 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/530d/30-steptr-4d/6100531,530d
"34,747 EUR (259,000 DKK)",Bmw,4 Series,"180,000 km",2018,Diesel,Coupe,Blue,Esbjerg,192 kW (261 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/430d/30-gran-coup-sport-line-aut-5d/6048091,430d
"48,954 EUR (364,900 DKK)",Mercedes Benz,Eqb,"43,000 km",2022,Electric,Hatchback,White,Esbjerg,170 kW (231 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqb300/amg-line-4matic-5d/6047355,300
"29,085 EUR (216,800 DKK)",Fiat,500e,"4,000 km",2020,Electric,Mini,Red,Slagelse,87 kW (118 HP),Automatic,https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-31-4d/6066459,
"17,440 EUR (129,999 DKK)",Mazda,3,"115,000 km",2015,Petrol,Hatchback,White,Odense,89 kW (121 HP),Manual,https://www.bilbasen.dk/brugt/bil/mazda/3/20-skyactiv-g-120-vision-4d/6088568,2.0 SKYACTIV
"26,818 EUR (199,900 DKK)",Opel,Mokka,"18,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/6024115,1.2
"30,843 EUR (229,900 DKK)",Opel,Mokka,"10,000 km",2022,Petrol,Crossover,White,Aalborg,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-130-edition-aut-5d/5759665,1.2
"27,489 EUR (204,900 DKK)",Opel,Mokka,"10,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5687127,1.2
"69,091 EUR (514,995 DKK)",Volvo,Xc90,"123,000 km",2016,Petrol,Suv,,Kastrup,238 kW (324 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-t6-320-momentum-aut-awd-7prs-5d/5547048,2.0 T6 AWD
"5,165 EUR (38,500 DKK)",Peugeot,407,"128,000 km",2005,Petrol,Sedan,Black,Lystrup,86 kW (117 HP),Manual,https://www.bilbasen.dk/brugt/bil/peugeot/407/18-sr-4d/6064234,1.8
"34,868 EUR (259,900 DKK)",Bmw,X3,"185,000 km",2016,Diesel,Suv,White,Gandrup,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x3/20-xdrive20d-aut-5d/6074253,xDrive20d
"27,489 EUR (204,900 DKK)",Opel,Mokka,"8,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5681852,1.2
"30,843 EUR (229,900 DKK)",Opel,Mokka,"7,000 km",2022,Petrol,Crossover,White,Aalborg,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-130-edition-aut-5d/5647311,1.2
"27,489 EUR (204,900 DKK)",Opel,Mokka,"7,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/6024138,1.2
"27,489 EUR (204,900 DKK)",Opel,Mokka,"6,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5756083,1.2
"27,489 EUR (204,900 DKK)",Opel,Mokka,"3,000 km",2022,Petrol,Crossover,White,Aalborg,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5800745,1.2
"23,464 EUR (174,900 DKK)",Dacia,Sandero Stepway,"4,000 km",2022,Petrol,Crossover,White,Birkerød,67 kW (91 HP),Manual,https://www.bilbasen.dk/brugt/bil/dacia/sandero-stepway/10-tce-90-comfort-5d/5862582,1.0 tce
"26,805 EUR (199,800 DKK)",Kia,Xceed,"60,000 km",2020,Petrol,Crossover,Black,Vodskov,105 kW (143 HP),Automatic,https://seek4cars.net/biler-til-salg/kia/xceed/phev-upgrade-dct/76501a97-9f61-4123-bee9-f2a7853023d3,1.6
"37,497 EUR (279,500 DKK)",Mercedes Benz,C-Class,"160,000 km",2017,Diesel,Hatchback,Gray,Kastrup,126 kW (171 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/c220-d/22-amg-line-stc-aut-5d/5990535,220 D
"35,551 EUR (264,990 DKK)",Citroen,E-Berlingo,"2,000 km",2022,Electric,Mpv,White,Brovst,101 kW (137 HP),Automatic,https://seek4cars.net/biler-til-salg/citroen/e-berlingo/el-comfort-136hk-8g-aut/d4e5a714-2a9b-4f2b-a8bd-539bf9fedfbc,
"32,184 EUR (239,900 DKK)",Tesla,Model 3,"39,000 km",2020,Electric,Sedan,White,Brøndby,211 kW (287 HP),Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6057348,0.0 range standard
"30,172 EUR (224,900 DKK)",Peugeot,E-2008,"18,000 km",2022,Electric,Crossover,Black,Gilleleje,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/e-2008/50-gt-premium-5d/6095830,
"115,243 EUR (859,000 DKK)",Volvo,Xc90,"92,000 km",2020,Diesel,Suv,Gray,Vejle,175 kW (238 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-b5-235-r-design-aut-awd-7prs-5d/6080771,2.0
"13,402 EUR (99,900 DKK)",Volkswagen,Cc,"350,000 km",2013,Diesel,Sedan,,Hasselager,104 kW (141 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/cc/20-tdi-140-dsg-bmt-4d/6093780,2.0 TDI
"45,587 EUR (339,800 DKK)",Tesla,Model 3,"15,000 km",2022,Electric,Sedan,White,Esbjerg,382 kW (520 HP),Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6096314,0.0 performance
"75,116 EUR (559,900 DKK)",Bmw,Ix3,"13,000 km",2023,Electric,Suv,,Esbjerg Ø,213 kW (290 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6061669,M Sport
"52,308 EUR (389,900 DKK)",Mercedes Benz,Eqa,"21,000 km",2022,Electric,Hatchback,Black,Birkerød,170 kW (231 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqa300/amg-line-4matic-5d/6071754,300
"18,768 EUR (139,900 DKK)",Citroen,C3,"11,824 km",2023,Petrol,Hatchback,White,Roskilde,61 kW (83 HP),Manual,https://www.bilbasen.dk/brugt/bil/citron/c3/12-puretech-83-carr-5d/6070985,1.2 puretech
"104,631 EUR (779,900 DKK)",Porsche,Macan,"131,000 km",2019,Petrol,Suv,,Vejle,245 kW (333 HP),Automatic,https://bilhandel.dk/porsche-macan-20-pdk/id-1573473,2.0
"25,356 EUR (189,000 DKK)",Volvo,Xc60,"190,000 km",2012,Diesel,Crossover,White,Hellerup,121 kW (165 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc60/24-d3-163-r-design-aut-awd-5d/6034330,2.4 d3
"6,506 EUR (48,500 DKK)",Škoda,Citigo,"257,000 km",2013,Petrol,Mini,White,Almind,55 kW (75 HP),Manual,https://www.bilbasen.dk/brugt/bil/skoda/citigo/10-75-elegance-5d/6074538,1.0
"26,764 EUR (199,500 DKK)",Bmw,I3,"11,000 km",2022,Electric,Hatchback,White,Hundested,126 kW (171 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/i3/charged-5d/6046938,
