Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"21,990 EUR",Peugeot,3008,1.2 puretech,0 km,2018,Petrol,Crossover,Blue,Vitre,97 kW (132 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-peugeot-3008-12-puretech-130ch-gt-line-ss-675195/
"38,700 EUR",Hyundai,Ioniq,electro,"33,850 km",2021,Electric,Sedan,Gray,Rezé,228 kW (310 HP),Automatic,https://www.leparking.fr/voiture-occasion-detail/hyundai-ioniq/hyundai-ioniq-73-kwh-306ch-executive-htrac/1S5YMOVW.html
"23,990 EUR",Lexus,Is,,518 km,2014,Hybrid,Sedan,Gray,Tours,134 kW (182 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-lexus-is-300h-executive-669793/
"45,990 EUR",Lexus,Ux,300e,78 km,2023,Electric,Crossover,White,Le Blanc,152 kW (207 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-lexus-ux-300e-executive-437486/
"79,490 EUR",Bmw,X4,xDrive30d,0 km,2023,Diesel,Suv,Gray,Tours,213 kW (290 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-xdrive30d-286ch-m-sport-662075/
"50,990 EUR",Bmw,X4,,100 km,2021,Diesel,Suv,Black,Tours,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-g02-x4-xdrive20da-190-m-sport-646800/
"61,990 EUR",Bmw,X4,M40d,767 km,2020,Diesel,Suv,Blue,Tours,253 kW (344 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-g02-x4-m40d-340-m-performance-715703/
"44,990 EUR",Bmw,X4,xDrive20d,631 km,2020,Diesel,Suv,White,Le Blanc,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-xdrive20d-190ch-m-sport-euro6d-t-131g-675191/
"42,990 EUR",Bmw,X4,xDrive20d,559 km,2020,Diesel,Suv,White,Le Blanc,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-xdrive20d-190ch-m-sport-euro6d-t-635853/
"47,990 EUR",Bmw,X4,xDrive30d,100 km,2019,Diesel,Suv,White,Le Blanc,197 kW (268 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-xdrive30d-265ch-m-sport-euro6d-t-753411/
"45,990 EUR",Bmw,X4,,52 km,2019,Diesel,Suv,Black,Tours,243 kW (330 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-m40da-326ch-euro6d-t-753358/
"27,990 EUR",Bmw,X4,,397 km,2017,Diesel,Suv,Gray,Tours,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x4-xdrive20da-190ch-xline-720680/
"20,999 EUR",Volkswagen,T-Cross,1.0 tsi,"42,223 km",2021,Petrol,Crossover,Blue,Troyes,110 kW (150 HP),Manual,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00000430_VO023226
"17,900 EUR",Volkswagen,T-Cross,1.0 tsi,"26,451 km",2021,Petrol,Crossover,Gray,Chalon Sur Saône,95 kW (129 HP),Manual,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00000593_VO435205
"57,990 EUR",Ford,Ranger,2.0 EcoBlue,0 km,2023,Diesel,Pickup,Red,Tours,152 kW (207 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-ford-ranger-20-ecoblue-205ch-stopstart-double-cabine-limited-e-4wd-bva10-653069/
"16,299 EUR",Ford,Ecosport,1.0 EcoBoost,706 km,2019,Petrol,Suv,Gray,Tours,74 kW (101 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-ecosport-10-ecoboost-100ch-st-line-euro62-632284/
"14,999 EUR",Ford,Ecosport,1.0 EcoBoost,470 km,2019,Petrol,Suv,Blue,Tours,93 kW (126 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-ecosport-10-ecoboost-125ch-st-line-euro62-671722/
"15,999 EUR",Ford,Ecosport,1.0 EcoBoost,280 km,2019,Petrol,Suv,Gray,Tours,93 kW (126 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-ecosport-10-ecoboost-125ch-st-line-euro62-550073/
"14,499 EUR",Ford,Ecosport,1.0 EcoBoost,43 km,2019,Petrol,Suv,Gray,Tours,93 kW (126 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-ecosport-10-ecoboost-125ch-titanium-business-euro62-658350/
"38,990 EUR",Jeep,Grand Cherokee,6.4 SRT8,236 km,2017,Petrol,Suv,White,Le Blanc,186 kW (253 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-jeep-grand-cherokee-grand-cherokee-v6-30-crd-250-multijet-ss-bva-741104/
"17,990 EUR",Citroen,Spacetourer,1.6,926 km,2019,Diesel,Van,White,Le Blanc,97 kW (132 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-citroen-spacetourer-bluehdi-130-ss-bvm6-shine-692314/
"20,990 EUR",Citroen,Spacetourer,1.6,427 km,2019,Diesel,Van,Gray,Tours,97 kW (132 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-citroen-spacetourer-bluehdi-130ch-ss-feel-eat8-e6d-temp-704386/
