Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"25,890 EUR",Seat,Ateca,1.5 tsi,"12,080 km",2020,Petrol,,Suv,White,Rutesheim,110 kW (150 HP),Manual,https://auto24.de/anzeige/seat-ateca-1-5-tsi-xperience-eu6d-sitze-scheinwerferreg-3314165.html
"49,999 EUR",Volvo,Xc60,2.0 T8 AWD,"23,314 km",2020,Hybrid,,Crossover,Gray,Bad Salzuflen,288 kW (392 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/volvo-xc60-t8-awd-r-design-hybrid-acc-ahk-dab-panorama/2656178196-216-1900
"38,950 EUR",Fiat,600e,La Prima,499 km,2023,Electric,,Crossover,Orange,Euskirchen,116 kW (158 HP),Automatic,https://www.moll-automobile.de/fahrzeug/383937514/Pkw/fiat-600e-la-prima-led-navi-360-pdc-shzg-massagesitz
"25,490 EUR",Bmw,5 Series,530d,"114,600 km",2017,Diesel,,Wagon,Blue,Uslar,197 kW (268 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1426300510?num_on_page=4&page=14&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"26,650 EUR",Volkswagen,Polo,1.0 TSI DSG,"18,382 km",2022,Petrol,,Hatchback,Gray,Rain,70 kW (95 HP),Automatic,https://www.instamotion.com/auto/J4Y6-UB5P-4GRP
"48,500 EUR",Volkswagen,Arteon,2.0 TSI Shooting-Brake,"16,385 km",2022,Petrol,6,Wagon,Black,Mönchengladbach,235 kW (320 HP),Automatic,https://auto24.de/anzeige/volkswagen-arteon-2-0-tsi-shooting-brake-r-3674820.html
"21,824 EUR",Opel,Mokka-E,,"17,550 km",2021,Electric,6,Crossover,Black,Coesfeld,101 kW (137 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/opel/mokka-e/b-eleganceledkeylessnavirUckfahrkamerasitzhei-t4c86u2u
"29,690 EUR",Opel,Mokka-E,,"16,525 km",2021,Electric,6,Crossover,Green,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/HQ1N-P2DL-KEI2
"28,189 EUR",Opel,Mokka-E,,"14,177 km",2021,Electric,6,Crossover,Green,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/VVB1-23H7-A8VA
"28,520 EUR",Opel,Mokka-E,,"12,863 km",2021,Electric,,Crossover,White,Rain,100 kW (136 HP),Automatic,https://www.instamotion.com/auto/7ZRI-JUZK-9AL5
"20,880 EUR",Ford,Ecosport,1.0 EcoBoost,"27,000 km",2021,Petrol,6,Suv,White,Rain,103 kW (140 HP),Manual,https://www.instamotion.com/auto/K5A7-GT42-BH5Y
"24,980 EUR",Bmw,5 Series,520d,"124,880 km",2018,Diesel,6,Wagon,Black,Dresden,141 kW (192 HP),Automatic,https://marktplatz.auto-motor-und-sport.de/bmw-520-15-598006/?brand=8&series=520&isKlassiker=false
"46,480 EUR",Tesla,Model 3,0.0 long range,100 km,2022,Electric,,Sedan,Black,Rain,324 kW (441 HP),Automatic,https://www.instamotion.com/auto/PCAG-SBIU-4OXH
"25,900 EUR",Škoda,Superb,2.0 TDI,"96,695 km",2019,Diesel,,Wagon,Gray,Stralsund,141 kW (192 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1327169082?num_on_page=2&page=97&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"27,500 EUR",Škoda,Superb,2.0 TDI,"67,838 km",2019,Diesel,,Wagon,Black,Hanau,141 kW (192 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1363223514?num_on_page=5&page=88&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"25,190 EUR",Opel,Grandland X,1.2,"22,829 km",2022,Petrol,,Suv,Gray,Rain,96 kW (131 HP),Automatic,https://www.instamotion.com/auto/3CIF-R7VA-BN87
"33,980 EUR",Audi,A6,2.0 40 TDI,"93,860 km",2020,Diesel,,Wagon,Silver,Dresden,152 kW (207 HP),Automatic,https://marktplatz.auto-motor-und-sport.de/audi-a6-15-598033/?brand=6&series=A6&isKlassiker=false
"13,980 EUR",Volkswagen,Sharan,1.4 TSI,"159,850 km",2012,Petrol,,Van,Black,Ludwigsfelde,110 kW (150 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1415940121?num_on_page=5&page=31&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"55,950 EUR",Mercedes Benz,C-Class,300,"11,740 km",2023,Hybrid,,Sedan,Black,Krefeld,152 kW (207 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1428276016?num_on_page=3&page=11&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"46,950 EUR",Mercedes Benz,C-Class,300,"10,000 km",2023,Hybrid,,Wagon,Silver,Neuwied,152 kW (207 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1400523291?num_on_page=5&page=85&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"365,000 EUR",Ferrari,F8 Spider,3.9,"10,310 km",2021,Petrol,,Convertible,Red,Kassel,580 kW (789 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1400681570?num_on_page=1&page=1&title=Ferrari+F8+Gebrauchtwagen+in+Wiesbaden+kaufen+auf+12Gebrauchtwagen.de
"32,950 EUR",Volkswagen,Caddy,1.5 tsi,"3,198 km",2023,Petrol,6,Pickup,Blue,Mönchengladbach,84 kW (114 HP),Automatic,https://auto24.de/anzeige/volkswagen-caddy-1-5-tsi-life-3275303.html
"32,980 EUR",Jaguar,Xe,2.0 P300,"49,971 km",2020,Petrol,,Sedan,Black,Landshut,221 kW (301 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1414181770?num_on_page=4&page=7&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
