Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Price(EUR),Mileage(km),kW,Emission standard,Country
Volkswagen,Caddy,1.5 tsi,2023,Petrol,Pickup,Blue,Mönchengladbach,Automatic,https://auto24.de/anzeige/volkswagen-caddy-1-5-tsi-life-3275303.html,32950,3198,84.0,6,Germany
Jaguar,Xe,2.0 P300,2020,Petrol,Sedan,Black,Landshut,Automatic,https://www.12gebrauchtwagen.de/c/4/1414181770?num_on_page=4&page=7&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,32980,49971,221.0,6,Germany
Volkswagen,Tiguan,2.0 TSI 4Motion,2023,Petrol,Crossover,Gray,Walldorf,Automatic,https://marktplatz.auto-motor-und-sport.de/vw-tiguan-r-2-0-tsi-4motion-235-kw-320-ps-7-gang-9-122752280/?brand=78&series=Tiguan%20%20R%202.0%20TSI%204MOTION%20235%20kW%20(320%20PS)%207-Gang&isKlassiker=false,82033,5501,238.0,6,Germany
Ford,Kuga,2.0 TDCi,2020,Diesel,Suv,Red,Krefeld,Manual,https://www.12gebrauchtwagen.de/c/4/1403788088?num_on_page=1&page=83&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,19950,105820,111.0,6,Germany
Audi,A4 Allroad,2.0 TDI,2017,Diesel,Crossover,Blue,Neumarkt in der Oberpfalz,Automatic,https://www.12gebrauchtwagen.de/c/4/1424726321?num_on_page=4&page=61&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,23950,125300,140.0,6,Germany
Jaguar,F-Type,3.0 V6,2020,Petrol,Convertible,Gray,Rüsselsheim,Automatic,https://www.12gebrauchtwagen.de/c/4/1382661451?num_on_page=2&page=14&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,53950,27000,284.0,6,Germany
Jaguar,F-Type,3.0 V6,2020,Petrol,Convertible,Gray,Rüsselsheim,Automatic,https://www.12gebrauchtwagen.de/c/4/1382928596?num_on_page=1&page=14&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,53950,19000,284.0,6,Germany
Jaguar,F-Type,3.0 V6,2020,Petrol,Convertible,Gray,Rüsselsheim,Automatic,https://www.12gebrauchtwagen.de/c/4/1382670399?num_on_page=3&page=14&premium=false&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,56950,16000,284.0,6,Germany
Jaguar,F-Type,3.0 V6,2020,Petrol,Convertible,Gray,Rüsselsheim,Automatic,https://www.12gebrauchtwagen.de/c/4/1382852564?num_on_page=4&page=14&title=Jaguar+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,57950,11000,284.0,6,Germany
Audi,A1,1.0,2018,Petrol,Mini,Blue,Viernheim,Manual,https://www.12gebrauchtwagen.de/c/4/1424842928?num_on_page=2&page=56&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,22870,39700,85.0,6,Germany
Ford,Focus,2.0 EcoBlue,2020,Diesel,Wagon,Black,Grimmen,Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/ford-focus-2-0-ecoblue-cool-connect-acc-led/2284066383-216-130,20890,76560,110.0,6,Germany
Ford,Focus,1.0 EcoBoost,2020,Petrol,Wagon,Silver,Krefeld,Automatic,https://www.12gebrauchtwagen.de/c/4/1395886696?num_on_page=2&page=98&premium=false&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,18500,43593,93.0,6,Germany
Ford,Focus,1.5 EcoBoost,2020,Petrol,Sedan,Black,Ulm,Automatic,https://hey.car/vehicle/468d3319-bd1e-4dd5-84af-56df822e8f5d?dealerId=cf1b69d0-b20e-4ccd-a94e-7ef427295b2f,22780,31625,111.0,6,Germany
