Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Kia,Sportage,1.6 GDi,2021,Hybrid,Crossover,Black,Ademuz,Manual,https://coches.km77.com/kia/sportage/en-madrid/2374300/se-vende-kia-sportage-16-mhev-black-edition-100kw-136cv-4x2-2021-18850-eur,6,18850,92000,101.0,Spain
Peugeot,2008,1.2 puretech,2022,Petrol,Crossover,Blue,Málaga,Manual,https://coches.km77.com/peugeot/2008/en-malaga/2353999/se-vende-peugeot-2008-puretech-100-ss-6-vel-man-allure-2022-22490-eur,6,22490,27782,100.0,Spain
Citroen,C4,1.5 bluehdi,2023,Diesel,Sedan,Gray,Tres Cantos,Automatic,https://coches.km77.com/citroen/c4/en-madrid/2363388/se-vende-citroen-c4-bluehdi-130-ss-eat8-feel-pack-2023-25000-eur,6,25000,11050,97.0,Spain
Audi,Q5,2.0 35 TDI quattro,2018,Diesel,Suv,White,Valencia,Automatic,https://coches.km77.com/audi/q5/en-valencia/2380967/se-vende-audi-q5-advanced-20-tdi-120kw-quattro-s-tronic-2018-29995-eur,6,29995,53770,121.0,Spain
Bmw,X1,sDrive18d,2018,Diesel,Suv,Gray,Ademuz,Automatic,https://coches.km77.com/bmw/x1/en-madrid/2346813/se-vende-bmw-x1-sdrive18d-2018-18850-eur,6,18850,115000,141.0,Spain
Nissan,Qashqai,1.3 DIG-T,2019,Petrol,Crossover,Black,Valencia,Manual,https://coches.km77.com/nissan/qashqai/en-madrid/2394390/se-vende-nissan-qashqai-13-dig-t-103kw-acenta-2019-18295-eur,6,18295,73000,140.0,Spain
Audi,Q5,2.0,2016,Diesel,Suv,Gray,Fontellas,Manual,https://coches.km77.com/audi/q5/en-navarra/2311587/se-vende-audi-q5-20-tdi-clean-diesel-ultra-2016-21490-eur,6,21490,129902,150.0,Spain
Bmw,X1,sDrive16d,2019,Diesel,Suv,Blue,Ademuz,Manual,https://coches.km77.com/bmw/x1/en-madrid/2367572/se-vende-bmw-x1-sdrive16d-2019-20850-eur,6,20850,116000,115.0,Spain
Audi,A1,1.0 25 TFSI,2021,Petrol,Mini,Gray,Valencia,Manual,https://www.motorflash.com/coche-de-segunda_mano/audi-a1_sportback-adrenalin_25_tfsi_70_kw_95_cv/ocasion/45887137-es/,6,19495,72254,95.0,Spain
Renault,Laguna,2.0 dCi,2009,Diesel,Sedan,Beige,Madrid,Manual,https://coches.km77.com/renault/laguna/en-madrid/2364330/se-vende-renault-laguna-20-dci-dynamic-150cv-5p-2009-7450-eur,5,7450,130000,150.0,Spain
Audi,Q3,2.0 40 TFSI quattro,2020,Petrol,Crossover,Gray,Majadahonda,Automatic,https://coches.km77.com/audi/q3/en-madrid/2369720/se-vende-audi-q3-40-tfsi-black-line-quattro-s-tronic-2020-37990-eur,6,37990,69158,141.0,Spain
Peugeot,2008,1.2 puretech,2021,Petrol,Crossover,Orange,Madrid,Manual,https://coches.km77.com/peugeot/2008/en-madrid/2142153/se-vende-peugeot-2008-puretech-100-ss-bvm6-active-pack-2021-19490-eur,6,19490,69901,100.0,Spain
Hyundai,I20,1.0,2023,Petrol,Hatchback,White,Barcelona,Manual,https://coches.km77.com/hyundai/i20/en-barcelona/2371030/se-vende-hyundai-i20-10-tgdi-klass-100-2023-18500-eur,6,18500,12824,100.0,Spain
Audi,A4,2.0 tfsi,2016,Petrol,Wagon,Gray,Ademuz,Automatic,https://coches.km77.com/audi/a4/en-madrid/2365410/se-vende-audi-a4-avant-20-tfsi-190cv-s-tronic-ultra-2016-19950-eur,6,19950,64000,190.0,Spain
Nissan,Juke,1.0 DIG-T,2022,Petrol,Crossover,Gray,Marçà,Manual,https://coches.km77.com/nissan/juke/en-las-palmas/2368889/se-vende-nissan-juke-dig-t-84-kw-114-cv-6m-t-acenta-2022-19995-eur,6,19995,46,114.0,Spain
Audi,A7,3.0,2020,Hybrid,Sedan,Black,Murcia,Automatic,https://coches.km77.com/audi/a7/en-murcia/2330219/se-vende-audi-a7-sportback-s7-tdi-257kw-quattro-triptron-2020-72900-eur,6,72900,111300,349.0,Spain
Peugeot,2008,1.2 puretech,2020,Petrol,Crossover,Orange,Málaga,Manual,https://coches.km77.com/peugeot/2008/en-malaga/2385435/se-vende-peugeot-2008-puretech-100-ss-bvm6-active-2020-18990-eur,6,18990,90000,100.0,Spain
Peugeot,2008,1.2 puretech,2020,Petrol,Crossover,White,Málaga,Manual,https://coches.km77.com/peugeot/2008/en-malaga/2354000/se-vende-peugeot-2008-puretech-100-ss-bvm6-active-pack-2020-19490-eur,6,19490,67828,100.0,Spain
Peugeot,2008,1.2 puretech,2020,Petrol,Crossover,White,Madrid,Manual,https://coches.km77.com/peugeot/2008/en-madrid/2374714/se-vende-peugeot-2008-puretech-130-ss-bvm6-allure-2020-18995-eur,6,18995,66548,130.0,Spain
Peugeot,2008,1.2 puretech,2020,Petrol,Crossover,White,Valencia,Manual,https://coches.km77.com/peugeot/2008/en-valencia/2387425/se-vende-peugeot-2008-active-puretech-100-ss-bvm6-2020-15695-eur,6,15695,65819,100.0,Spain
Jaguar,Xj,3.0,2011,Diesel,Sedan,Black,Madrid,Automatic,https://coches.km77.com/jaguar/xj/en-madrid/2321650/se-vende-jaguar-xj-30-v6-portfolio-275cv-auto-4p-navy-cuero-techo-electrico-panoramico-bixenon-2011-,5,18750,168200,275.0,Spain
Mercedes Benz,Sl-Class,500 SL,2006,Petrol,Convertible,Black,Madrid,Automatic,https://coches.km77.com/mercedes-benz/sl/en-madrid/2359631/se-vende-mercedes-benz-sl-sl-500-388cv-aut-2006-24990-eur,4,24990,71600,289.0,Spain
Peugeot,2008,1.2 puretech,2020,Petrol,Crossover,White,Valencia,Manual,http://tuad.es/peugeot-2008---puretech-100-ss-bvm6-active-15052072,6,15495,115750,100.0,Spain
Bmw,8 Series,M850i xDrive,2019,Petrol,Coupe,Black,Madrid,Automatic,https://coches.km77.com/bmw/serie-8/en-madrid/2360879/se-vende-bmw-serie-8-m850-xdrive-coupe-530cv-2019-68950-eur,6,68950,99999,530.0,Spain
