Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Price(EUR),Mileage(km),kW,Emission standard,Country
Peugeot,508,1.5,2023,Diesel,Sedan,Black,Sint Niklaas,Automatic,https://www.autogids.be/detail-id--9524090--peugeot-gt-pack/tweedehands.html,36999,30445,96.0,6,Belgium
Ssangyong,Korando,1.5,2020,Petrol,Suv,Blue,Roeselare,Automatic,https://www.autogids.be/detail-id--9466693--ssangyong-sapphire-2wd-aut-17000km/tweedehands.html,24990,17206,121.0,6,Belgium
Land Rover,Range Rover Sport,3.0,2021,Diesel,Suv,Gray,Thuin,Automatic,https://www.autogids.be/detail-id--9538255--land-rover-hse-dynamic/tweedehands.html,63900,59900,185.0,6,Belgium
Ford,Galaxy,1.5,2019,Petrol,Mpv,Gray,Boortmeerbeek,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/ford/galaxy/ford-galaxy-vente-533685?,26800,71065,122.0,6,Belgium
Audi,Q5,2.0,2023,Diesel,Suv,Gray,Overpelt,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/audi/q5/audi-q5-2023-vente-560081?,52990,32,121.0,6,Belgium
Hyundai,Kona,2.0,2019,Electric,Crossover,Red,Sint Niklaas,Automatic,https://www.vroom.be/fr/voitures-occasion/hyundai-kona-electrique-0565730/,29900,45000,152.0,6,Belgium
Hyundai,Kona,1.0 T-GDi,2019,Petrol,Crossover,Gray,Kuurne,Manual,https://www.vroom.be/fr/voitures-occasion/hyundai-kona-essence-0559041/,18990,11743,89.0,6,Belgium
Volkswagen,Tiguan,1.5,2022,Petrol,Crossover,Black,Ternat,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/volkswagen/tiguan/volkswagen-tiguan-2022-vente-561620?,37999,27103,111.0,6,Belgium
Peugeot,5008,1.5,2021,Diesel,Mpv,Silver,Brugge,Manual,https://www.autogids.be/detail-id--9550410--peugeot-1-5bluehdi-allure-navi-7-plaatsen-led-12m/tweedehands.html,25995,55111,97.0,6,Belgium
Peugeot,5008,1.2,2021,Petrol,Mpv,Blue,Ath,Manual,https://www.autogids.be/detail-id--9478180--peugeot-gt-line-focal-sound-pano/tweedehands.html,28980,29729,96.0,6,Belgium
Volkswagen,Golf,1.6,2017,Diesel,Sedan,Gray,Herk De Stad,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/volkswagen/golf/volkswagen-golf-2017-vente-559059?,17500,76394,85.0,6,Belgium
Ford,Mustang,5.0,2023,Petrol,Coupe,Blue,Machelen,Manual,https://www.vroom.be/fr/voitures-occasion/ford-mustang-essence-0554996/,88450,1200,378.0,6,Belgium
Jaguar,F-Pace,2.0,2018,Diesel,Crossover,White,Izegem,Automatic,https://www.autogids.be/detail-id--9508294--jaguar-r-sport-pano-dak-leder/tweedehands.html,33975,74015,179.0,6,Belgium
Audi,Q2,1.5 35 TFSI,2023,Petrol,Crossover,White,Geraardsbergen,Automatic,https://www.vroom.be/fr/voitures-occasion/audi-q2-essence-0535363/,36990,27990,111.0,6,Belgium
Ford,Ecosport,1.0 EcoBoost,2019,Petrol,Suv,White,Machelen,Manual,https://www.vroom.be/fr/voitures-occasion/ford-ecosport-essence-0561829/,16450,28184,93.0,6,Belgium
Opel,Insignia,1.5,2021,Petrol,Wagon,Gray,Zedelgem,Manual,https://www.vroom.be/fr/voitures-occasion/opel-insignia-diesel-0521991/,24995,30500,90.0,6,Belgium
Audi,Rs6,4.0 TFSI Quattro TipTronic,2022,Petrol,Wagon,Black,Ternat,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/audi/rs6/audi-rs6-2022-vente-557753?,139999,20420,447.0,6,Belgium
Peugeot,2008,1.2 vti,2023,Electric,Crossover,Black,Bastogne,Automatic,https://www.autogids.be/detail-id--9541283--peugeot-ii-active-pack/tweedehands.html,24950,14863,101.0,6,Belgium
